Year,party_detailed,candidatevotes,party_simplified
2004,DEMOCRAT,4180755,DEMOCRAT
2004,REPUBLICAN,2806993,REPUBLICAN
2004,CONSERVATIVE,155574,OTHER
2004,WORKING FAMILIES,133525,OTHER
2004,INDEPENDENCE,84247,OTHER
2004,,57230,OTHER
2004,PEACE AND JUSTICE,15626,OTHER
2004,LIBERTARIAN,11607,OTHER
2004,SOCIALIST WORKERS,2405,OTHER
2004,,304,OTHER
2004,REPUBLICAN,1961166,REPUBLICAN
2004,DEMOCRAT,1525849,DEMOCRAT
2004,LIBERTARIAN,11731,OTHER
2004,UNAFFILIATED,2261,OTHER
2004,REPUBLICAN,196651,REPUBLICAN
2004,DEMOCRAT,111052,DEMOCRAT
2004,INDEPENDENT,3756,OTHER
2004,LIBERTARIAN,851,OTHER
2004,CONSTITUTION PARTY,514,OTHER
2004,,9,OTHER
2004,REPUBLICAN,2859764,REPUBLICAN
2004,DEMOCRAT,2741165,DEMOCRAT
2004,,26616,OTHER
2004,,358,OTHER
2004,REPUBLICAN,959792,REPUBLICAN
2004,DEMOCRAT,503966,DEMOCRAT
2004,DEMOCRAT,943163,DEMOCRAT
2004,REPUBLICAN,866831,REPUBLICAN
2004,,8956,OTHER
2004,LIBERTARIAN,7260,OTHER
2004,PACIFIC GREEN,5315,OTHER
2004,CONSTITUTION PARTY,5257,OTHER
2004,DEMOCRAT,2938095,DEMOCRAT
2004,REPUBLICAN,2793847,REPUBLICAN
2004,LIBERTARIAN,21185,OTHER
2004,GREEN,6319,OTHER
2004,CONSTITUTION PARTY,6318,OTHER
2004,INDEPENDENT,2656,OTHER
2004,,1170,OTHER
2004,DEMOCRAT,259760,DEMOCRAT
2004,REPUBLICAN,169046,REPUBLICAN
2004,REFORM PARTY,4651,OTHER
2004,GREEN,1333,OTHER
2004,LIBERTARIAN,907,OTHER
2004,NONPARTISAN,845,OTHER
2004,CONSTITUTION PARTY,339,OTHER
2004,WORKERS WORLD,253,OTHER
2004,REPUBLICAN,937974,REPUBLICAN
2004,DEMOCRAT,661669,DEMOCRAT
2004,INDEPENDENCE,5520,OTHER
2004,CONSTITUTION PARTY,5317,OTHER
2004,LIBERTARIAN,3608,OTHER
2004,UNITED CITIZENS,2124,OTHER
2004,GREEN,1488,OTHER
2004,REPUBLICAN,232584,REPUBLICAN
2004,DEMOCRAT,149244,DEMOCRAT
2004,INDEPENDENT,4320,OTHER
2004,CONSTITUTION PARTY,1103,OTHER
2004,LIBERTARIAN,964,OTHER
2004,REPUBLICAN,1384375,REPUBLICAN
2004,DEMOCRAT,1036477,DEMOCRAT
2004,INDEPENDENT,16428,OTHER
2004,,39,OTHER
2004,REPUBLICAN,4526917,REPUBLICAN
2004,DEMOCRAT,2832704,DEMOCRAT
2004,LIBERTARIAN,38787,OTHER
2004,,12341,OTHER
2004,REPUBLICAN,663742,REPUBLICAN
2004,DEMOCRAT,241199,DEMOCRAT
2004,UNAFFILIATED,11305,OTHER
2004,CONSTITUTION PARTY,6841,OTHER
2004,LIBERTARIAN,3375,OTHER
2004,PERSONAL CHOICE,946,OTHER
2004,SOCIALIST WORKERS,393,OTHER
2004,,43,OTHER
2004,DEMOCRAT,184067,DEMOCRAT
2004,REPUBLICAN,121180,REPUBLICAN
2004,INDEPENDENT,4494,OTHER
2004,LIBERTARIAN,1102,OTHER
2004,,957,OTHER
2004,LIBERTY UNION PARTY,265,OTHER
2004,SOCIALIST WORKERS,244,OTHER
2004,REPUBLICAN,1716959,REPUBLICAN
2004,DEMOCRAT,1454742,DEMOCRAT
2004,LIBERTARIAN,11032,OTHER
2004,CONSTITUTION PARTY,10161,OTHER
2004,,2521,OTHER
2004,DEMOCRAT,1510201,DEMOCRAT
2004,REPUBLICAN,1304894,REPUBLICAN
2004,INDEPENDENT,23283,OTHER
2004,LIBERTARIAN,11955,OTHER
2004,CONSTITUTION PARTY,3922,OTHER
2004,GREEN,2974,OTHER
2004,WORKERS WORLD,1077,OTHER
2004,SOCIALIST WORKERS,547,OTHER
2004,SOCIALIST EQUALITY PARTY,231,OTHER
2004,REPUBLICAN,423778,REPUBLICAN
2004,DEMOCRAT,326541,DEMOCRAT
2004,INDEPENDENT,4063,OTHER
2004,LIBERTARIAN,1405,OTHER
2004,,5,OTHER
2004,DEMOCRAT,1489504,DEMOCRAT
2004,REPUBLICAN,1478120,REPUBLICAN
2004,INDEPENDENT,17272,OTHER
2004,LIBERTARIAN,6464,OTHER
2004,,2986,OTHER
2004,WISCONSIN GREEN,2661,OTHER
2004,REPUBLICAN,167629,REPUBLICAN
2004,DEMOCRAT,70776,DEMOCRAT
2004,INDEPENDENT,3372,OTHER
2004,LIBERTARIAN,1171,OTHER
2004,,480,OTHER
2004,,433,OTHER
2008,REPUBLICAN,1266546,REPUBLICAN
2008,DEMOCRAT,813479,DEMOCRAT
2008,INDEPENDENT,16089,OTHER
2008,,3705,OTHER
2008,REPUBLICAN,193841,REPUBLICAN
2008,DEMOCRAT,123594,DEMOCRAT
2008,INDEPENDENT,3783,OTHER
2008,,1730,OTHER
2008,ALASKAN INDEPENDENCE PARTY,1660,OTHER
2008,LIBERTARIAN,1589,OTHER
2008,REPUBLICAN,1230111,REPUBLICAN
2008,DEMOCRAT,1034707,DEMOCRAT
2008,LIBERTARIAN,12555,OTHER
2008,INDEPENDENT,11301,OTHER
2008,GREEN,3406,OTHER
2008,,1395,OTHER
2008,REPUBLICAN,638017,REPUBLICAN
2008,DEMOCRAT,422310,DEMOCRAT
2008,INDEPENDENT,12882,OTHER
2008,LIBERTARIAN,4776,OTHER
2008,CONSTITUTION PARTY,4023,OTHER
2008,GREEN,3470,OTHER
2008,SOCIALISM AND LIBERATION PARTY,1139,OTHER
2008,DEMOCRAT,8274473,DEMOCRAT
2008,REPUBLICAN,5011781,REPUBLICAN
2008,PEACE & FREEDOM,108381,OTHER
2008,LIBERTARIAN,67582,OTHER
2008,AMERICAN INDEPENDENT PARTY,40673,OTHER
2008,GREEN,38774,OTHER
2008,INDEPENDENT,20236,OTHER
2008,DEMOCRAT,1288576,DEMOCRAT
2008,REPUBLICAN,1073589,REPUBLICAN
2008,INDEPENDENT,13350,OTHER
2008,LIBERTARIAN,10897,OTHER
2008,CONSTITUTION PARTY,6233,OTHER
2008,AMERICA'S INDEPENDENT PARTY,3051,OTHER
2008,GREEN,2822,OTHER
2008,UNAFFILIATED,828,OTHER
2008,BOSTON TEA PARTY,598,OTHER
2008,HEARTQUAKE '08,348,OTHER
2008,OBJECTIVIST PARTY,336,OTHER
2008,SOCIALIST,226,OTHER
2008,SOCIALISM AND LIBERATION PARTY,158,OTHER
2008,SOCIALIST WORKERS,154,OTHER
2008,U.S. PACIFIST PARTY,110,OTHER
2008,PROHIBITION,85,OTHER
2008,DEMOCRAT,997772,DEMOCRAT
2008,REPUBLICAN,629428,REPUBLICAN
2008,INDEPENDENT,19162,OTHER
2008,,430,OTHER
2008,DEMOCRAT,255459,DEMOCRAT
2008,REPUBLICAN,152374,REPUBLICAN
2008,INDEPENDENT,2401,OTHER
2008,LIBERTARIAN,1109,OTHER
2008,CONSTITUTION PARTY,626,OTHER
2008,GREEN,385,OTHER
2008,SOCIALIST WORKERS,58,OTHER
2008,DEMOCRAT,245800,DEMOCRAT
2008,REPUBLICAN,17367,REPUBLICAN
2008,,1138,OTHER
2008,INDEPENDENT,958,OTHER
2008,GREEN,590,OTHER
2008,DEMOCRAT,4282074,DEMOCRAT
2008,REPUBLICAN,4045624,REPUBLICAN
2008,ECOLOGY PARTY OF FLORIDA,28124,OTHER
2008,LIBERTARIAN,17218,OTHER
2008,CONSTITUTION PARTY,7915,OTHER
2008,GREEN,2887,OTHER
2008,AMERICA'S INDEPENDENT PARTY,2550,OTHER
2008,SOCIALISM AND LIBERATION PARTY,1516,OTHER
2008,BOSTON TEA PARTY,795,OTHER
2008,SOCIALIST WORKERS,533,OTHER
2008,OBJECTIVIST PARTY,419,OTHER
2008,SOCIALIST,405,OTHER
2008,,391,OTHER
2008,PROHIBITION,293,OTHER
2008,REPUBLICAN,2048759,REPUBLICAN
2008,DEMOCRAT,1844123,DEMOCRAT
2008,LIBERTARIAN,28731,OTHER
2008,,1715,OTHER
2008,INDEPENDENT,1158,OTHER
2008,DEMOCRAT,325871,DEMOCRAT
2008,REPUBLICAN,120566,REPUBLICAN
2008,INDEPENDENT,3825,OTHER
2008,,2193,OTHER
2008,LIBERTARIAN,1314,OTHER
2008,CONSTITUTION PARTY,1013,OTHER
2008,GREEN,979,OTHER
2008,,303,OTHER
2008,REPUBLICAN,403012,REPUBLICAN
2008,DEMOCRAT,236440,DEMOCRAT
2008,INDEPENDENT,7175,OTHER
2008,CONSTITUTION PARTY,4747,OTHER
2008,LIBERTARIAN,3658,OTHER
2008,,90,OTHER
2008,DEMOCRAT,3419348,DEMOCRAT
2008,REPUBLICAN,2031179,REPUBLICAN
2008,INDEPENDENT,30948,OTHER
2008,LIBERTARIAN,19642,OTHER
2008,GREEN,11838,OTHER
2008,CONSTITUTION PARTY,8256,OTHER
2008,NEW,1149,OTHER
2008,,11,OTHER
2008,DEMOCRAT,1374039,DEMOCRAT
2008,REPUBLICAN,1345648,REPUBLICAN
2008,LIBERTARIAN,29257,OTHER
2008,,1201,OTHER
2008,INDEPENDENT,909,OTHER
2008,DEMOCRAT,828940,DEMOCRAT
2008,REPUBLICAN,682379,REPUBLICAN
2008,PEACE & FREEDOM,8014,OTHER
2008,,6737,OTHER
2008,LIBERTARIAN,4590,OTHER
2008,CONSTITUTION PARTY,4445,OTHER
2008,GREEN,1423,OTHER
2008,SOCIALIST WORKERS,292,OTHER
2008,SOCIALIST,182,OTHER
2008,SOCIALISM AND LIBERATION PARTY,121,OTHER
2008,REPUBLICAN,699655,REPUBLICAN
2008,DEMOCRAT,514765,DEMOCRAT
2008,INDEPENDENT,10598,OTHER
2008,LIBERTARIAN,6706,OTHER
2008,REFORM PARTY,4148,OTHER
2008,REPUBLICAN,1048462,REPUBLICAN
2008,DEMOCRAT,751985,DEMOCRAT
2008,INDEPENDENT,15378,OTHER
2008,LIBERTARIAN,5989,OTHER
2008,CONSTITUTION PARTY,4694,OTHER
2008,,112,OTHER
2008,REPUBLICAN,1148275,REPUBLICAN
2008,DEMOCRAT,782989,DEMOCRAT
2008,LOUISIANA TAXPAYERS PARTY,9368,OTHER
2008,GREEN,9187,OTHER
2008,INDEPENDENT,6997,OTHER
2008,CONSTITUTION PARTY,2581,OTHER
2008,SOCIALIST WORKERS,735,OTHER
2008,SOCIALISM AND LIBERATION PARTY,354,OTHER
2008,PROHIBITION,275,OTHER
2008,DEMOCRAT,421923,DEMOCRAT
2008,REPUBLICAN,295273,REPUBLICAN
2008,INDEPENDENT,10636,OTHER
2008,GREEN,2900,OTHER
2008,,431,OTHER
2008,DEMOCRAT,1629467,DEMOCRAT
2008,REPUBLICAN,959862,REPUBLICAN
2008,INDEPENDENT,14713,OTHER
2008,LIBERTARIAN,9842,OTHER
2008,,9205,OTHER
2008,GREEN,4747,OTHER
2008,CONSTITUTION PARTY,3760,OTHER
2008,DEMOCRAT,1904097,DEMOCRAT
2008,REPUBLICAN,1108854,REPUBLICAN
2008,INDEPENDENT,28841,OTHER
2008,,22010,OTHER
2008,,14483,OTHER
2008,LIBERTARIAN,13189,OTHER
2008,GREEN,6550,OTHER
2008,CONSTITUTION PARTY,4971,OTHER
2008,DEMOCRAT,2872579,DEMOCRAT
2008,REPUBLICAN,2048639,REPUBLICAN
2008,NATURAL LAW,33085,OTHER
2008,LIBERTARIAN,23716,OTHER
2008,U.S. TAXPAYERS PARTY,14685,OTHER
2008,GREEN,8892,OTHER
2008,DEMOCRAT,1573354,DEMOCRAT
2008,REPUBLICAN,1275409,REPUBLICAN
2008,INDEPENDENT,30152,OTHER
2008,,9529,OTHER
2008,LIBERTARIAN,9174,OTHER
2008,CONSTITUTION PARTY,6787,OTHER
2008,GREEN,5174,OTHER
2008,SOCIALIST WORKERS,790,OTHER
2008,REPUBLICAN,724597,REPUBLICAN
2008,DEMOCRAT,554662,DEMOCRAT
2008,INDEPENDENT,4011,OTHER
2008,CONSTITUTION PARTY,2551,OTHER
2008,LIBERTARIAN,2529,OTHER
2008,GREEN,1034,OTHER
2008,REFORM PARTY,481,OTHER
2008,REPUBLICAN,1445814,REPUBLICAN
2008,DEMOCRAT,1441911,DEMOCRAT
2008,INDEPENDENT,17813,OTHER
2008,LIBERTARIAN,11386,OTHER
2008,CONSTITUTION PARTY,8201,OTHER
2008,,80,OTHER
2008,REPUBLICAN,242763,REPUBLICAN
2008,DEMOCRAT,231667,DEMOCRAT
2008,CONSTITUTION PARTY,10638,OTHER
2008,INDEPENDENT,3686,OTHER
2008,LIBERTARIAN,1355,OTHER
2008,REPUBLICAN,452979,REPUBLICAN
2008,DEMOCRAT,333319,DEMOCRAT
2008,INDEPENDENT,5406,OTHER
2008,NEBRASKA PARTY,2972,OTHER
2008,,2837,OTHER
2008,LIBERTARIAN,2740,OTHER
2008,GREEN,1028,OTHER
2008,DEMOCRAT,533736,DEMOCRAT
2008,REPUBLICAN,412827,REPUBLICAN
2008,,6267,OTHER
2008,INDEPENDENT,6150,OTHER
2008,LIBERTARIAN,4263,OTHER
2008,INDEPENDENT AMERICAN,3194,OTHER
2008,GREEN,1411,OTHER
2008,DEMOCRAT,384826,DEMOCRAT
2008,REPUBLICAN,316534,REPUBLICAN
2008,INDEPENDENT,3503,OTHER
2008,,3359,OTHER
2008,LIBERTARIAN,2748,OTHER
2008,DEMOCRAT,2215422,DEMOCRAT
2008,REPUBLICAN,1613207,REPUBLICAN
2008,INDEPENDENT,21298,OTHER
2008,LIBERTARIAN,8441,OTHER
2008,CONSTITUTION PARTY,3956,OTHER
2008,GREEN,3636,OTHER
2008,SOCIALIST,699,OTHER
2008,VOTE HERE,639,OTHER
2008,SOCIALIST WORKERS,523,OTHER
2008,SOCIALISM AND LIBERATION PARTY,416,OTHER
2008,DEMOCRAT,472422,DEMOCRAT
2008,REPUBLICAN,346832,REPUBLICAN
2008,INDEPENDENT,5327,OTHER
2008,LIBERTARIAN,2428,OTHER
2008,CONSTITUTION PARTY,1597,OTHER
2008,GREEN,1552,OTHER
2008,DEMOCRAT,4645332,DEMOCRAT
2008,REPUBLICAN,2418323,REPUBLICAN
2008,CONSERVATIVE,170475,OTHER
2008,INDEPENDENCE,163973,OTHER
2008,WORKING FAMILIES,159613,OTHER
2008,,84701,OTHER
2008,POPULIST,41249,OTHER
2008,LIBERTARIAN,19596,OTHER
2008,GREEN,12801,OTHER
2008,SOCIALIST WORKERS,3615,OTHER
2008,SOCIALISM AND LIBERATION PARTY,1639,OTHER
2008,,702,OTHER
2008,DEMOCRAT,2142651,DEMOCRAT
2008,REPUBLICAN,2128474,REPUBLICAN
2008,LIBERTARIAN,25722,OTHER
2008,,12494,OTHER
2008,INDEPENDENT,1510,OTHER
2008,REPUBLICAN,168601,REPUBLICAN
2008,DEMOCRAT,141278,DEMOCRAT
2008,INDEPENDENT,4189,OTHER
2008,LIBERTARIAN,1354,OTHER
2008,CONSTITUTION PARTY,1199,OTHER
2008,DEMOCRAT,2940044,DEMOCRAT
2008,REPUBLICAN,2677820,REPUBLICAN
2008,INDEPENDENT,46242,OTHER
2008,LIBERTARIAN,19917,OTHER
2008,CONSTITUTION PARTY,12565,OTHER
2008,GREEN,8518,OTHER
2008,SOCIALIST,2735,OTHER
2008,INDEPENDENT,509,OTHER
2008,REPUBLICAN,960165,REPUBLICAN
2008,DEMOCRAT,502496,DEMOCRAT
2008,DEMOCRAT,1037291,DEMOCRAT
2008,REPUBLICAN,738475,REPUBLICAN
2008,PEACE PARTY,18614,OTHER
2008,,13613,OTHER
2008,CONSTITUTION PARTY,7693,OTHER
2008,LIBERTARIAN,7635,OTHER
2008,GREEN,4543,OTHER
2008,DEMOCRAT,3276363,DEMOCRAT
2008,REPUBLICAN,2655885,REPUBLICAN
2008,INDEPENDENT,42977,OTHER
2008,LIBERTARIAN,19912,OTHER
2008,,9955,OTHER
2008,,8180,OTHER
2008,DEMOCRAT,296571,DEMOCRAT
2008,REPUBLICAN,165391,REPUBLICAN
2008,INDEPENDENT,4829,OTHER
2008,,1999,OTHER
2008,LIBERTARIAN,1382,OTHER
2008,GREEN,797,OTHER
2008,CONSTITUTION PARTY,675,OTHER
2008,SOCIALISM AND LIBERATION PARTY,122,OTHER
2008,REPUBLICAN,1034896,REPUBLICAN
2008,DEMOCRAT,862449,DEMOCRAT
2008,LIBERTARIAN,7283,OTHER
2008,CONSTITUTION PARTY,6827,OTHER
2008,INDEPENDENT,5053,OTHER
2008,GREEN,4461,OTHER
2008,REPUBLICAN,203054,REPUBLICAN
2008,DEMOCRAT,170924,DEMOCRAT
2008,INDEPENDENT,4267,OTHER
2008,CONSTITUTION PARTY,1895,OTHER
2008,LIBERTARIAN,1835,OTHER
2008,REPUBLICAN,1479178,REPUBLICAN
2008,DEMOCRAT,1087437,DEMOCRAT
2008,INDEPENDENT,33134,OTHER
2008,REPUBLICAN,4479328,REPUBLICAN
2008,DEMOCRAT,3528633,DEMOCRAT
2008,LIBERTARIAN,56116,OTHER
2008,,7967,OTHER
2008,INDEPENDENT,5751,OTHER
2008,REPUBLICAN,596030,REPUBLICAN
2008,DEMOCRAT,327670,DEMOCRAT
2008,CONSTITUTION PARTY,12012,OTHER
2008,PEACE & FREEDOM,8416,OTHER
2008,LIBERTARIAN,6966,OTHER
2008,GREEN,982,OTHER
2008,SOCIALISM AND LIBERATION PARTY,262,OTHER
2008,,32,OTHER
2008,DEMOCRAT,219262,DEMOCRAT
2008,REPUBLICAN,98974,REPUBLICAN
2008,INDEPENDENT,3339,OTHER
2008,,1464,OTHER
2008,LIBERTARIAN,1067,OTHER
2008,CONSTITUTION PARTY,500,OTHER
2008,SOCIALIST WORKERS,150,OTHER
2008,SOCIALISM AND LIBERATION PARTY,149,OTHER
2008,LIBERTY UNION PARTY,141,OTHER
2008,DEMOCRAT,1959532,DEMOCRAT
2008,REPUBLICAN,1725005,REPUBLICAN
2008,INDEPENDENT,11483,OTHER
2008,LIBERTARIAN,11067,OTHER
2008,INDEPENDENT GREEN,7474,OTHER
2008,,6355,OTHER
2008,GREEN,2344,OTHER
2008,DEMOCRAT,1750848,DEMOCRAT
2008,REPUBLICAN,1229216,REPUBLICAN
2008,INDEPENDENT,29489,OTHER
2008,LIBERTARIAN,12728,OTHER
2008,CONSTITUTION PARTY,9432,OTHER
2008,GREEN,3819,OTHER
2008,SOCIALISM AND LIBERATION PARTY,705,OTHER
2008,SOCIALIST WORKERS,641,OTHER
2008,REPUBLICAN,397466,REPUBLICAN
2008,DEMOCRAT,303857,DEMOCRAT
2008,INDEPENDENT,7219,OTHER
2008,CONSTITUTION PARTY,2465,OTHER
2008,MOUNTAIN PARTY,2355,OTHER
2008,,89,OTHER
2008,DEMOCRAT,1677211,DEMOCRAT
2008,REPUBLICAN,1262393,REPUBLICAN
2008,INDEPENDENT,17605,OTHER
2008,LIBERTARIAN,8858,OTHER
2008,,6521,OTHER
2008,CONSTITUTION PARTY,5072,OTHER
2008,GREEN,4216,OTHER
2008,WE THE PEOPLE,764,OTHER
2008,SOCIALIST PARTY USA,540,OTHER
2008,SOCIALISM AND LIBERATION PARTY,237,OTHER
2008,REPUBLICAN,164958,REPUBLICAN
2008,DEMOCRAT,82868,DEMOCRAT
2008,INDEPENDENT,3717,OTHER
2008,LIBERTARIAN,1594,OTHER
2008,,1521,OTHER
2008,,246,OTHER
2012,REPUBLICAN,1255925,REPUBLICAN
2012,DEMOCRAT,795696,DEMOCRAT
2012,INDEPENDENT,18706,OTHER
2012,,4011,OTHER
2012,REPUBLICAN,164676,REPUBLICAN
2012,DEMOCRAT,122640,DEMOCRAT
2012,LIBERTARIAN,7392,OTHER
2012,GREEN,2917,OTHER
2012,,2870,OTHER
2012,REPUBLICAN,1233654,REPUBLICAN
2012,DEMOCRAT,1025232,DEMOCRAT
2012,LIBERTARIAN,32100,OTHER
2012,GREEN,7816,OTHER
2012,,452,OTHER
2012,REPUBLICAN,647744,REPUBLICAN
2012,DEMOCRAT,394409,DEMOCRAT
2012,LIBERTARIAN,16276,OTHER
2012,GREEN,9305,OTHER
2012,SOCIALISM AND LIBERATION PARTY,1734,OTHER
2012,DEMOCRAT,7854285,DEMOCRAT
2012,REPUBLICAN,4839958,REPUBLICAN
2012,LIBERTARIAN,143221,OTHER
2012,GREEN,85638,OTHER
2012,PEACE & FREEDOM,53824,OTHER
2012,AMERICAN INDEPENDENT PARTY,38372,OTHER
2012,,23249,OTHER
2012,DEMOCRAT,1323101,DEMOCRAT
2012,REPUBLICAN,1185243,REPUBLICAN
2012,LIBERTARIAN,35545,OTHER
2012,GREEN,7508,OTHER
2012,AMERICAN CONSTITUTION PARTY,6234,OTHER
2012,PEACE & FREEDOM,5057,OTHER
2012,NO PARTY AFFILIATION,2588,OTHER
2012,JUSTICE,1262,OTHER
2012,WE THE PEOPLE,791,OTHER
2012,AMERICA'S PARTY,679,OTHER
2012,SOCIALISM AND LIBERATION PARTY,317,OTHER
2012,SOCIALIST,308,OTHER
2012,AMERICAN THIRD POSITION,267,OTHER
2012,OBJECTIVIST PARTY,235,OTHER
2012,SOCIALIST WORKERS,192,OTHER
2012,SOCIALIST EQUALITY PARTY,189,OTHER
2012,DEMOCRAT,905083,DEMOCRAT
2012,REPUBLICAN,634892,REPUBLICAN
2012,LIBERTARIAN,12340,OTHER
2012,INDEPENDENT,4971,OTHER
2012,,918,OTHER
2012,DEMOCRAT,242584,DEMOCRAT
2012,REPUBLICAN,165484,REPUBLICAN
2012,LIBERTARIAN,3882,OTHER
2012,GREEN,1940,OTHER
2012,DEMOCRAT,267070,DEMOCRAT
2012,REPUBLICAN,21381,REPUBLICAN
2012,D.C. STATEHOOD GREEN,2458,OTHER
2012,LIBERTARIAN,2083,OTHER
2012,,772,OTHER
2012,DEMOCRAT,4237756,DEMOCRAT
2012,REPUBLICAN,4163447,REPUBLICAN
2012,LIBERTARIAN,44726,OTHER
2012,GREEN,8947,OTHER
2012,PEACE & FREEDOM,8154,OTHER
2012,OBJECTIVIST PARTY,3856,OTHER
2012,CONSTITUTION PARTY,2607,OTHER
2012,JUSTICE,1754,OTHER
2012,AMERICAN INDEPENDENT,946,OTHER
2012,REFORM PARTY,820,OTHER
2012,SOCIALIST,799,OTHER
2012,SOCIALISM AND LIBERATION PARTY,322,OTHER
2012,,45,OTHER
2012,REPUBLICAN,2078688,REPUBLICAN
2012,DEMOCRAT,1773827,DEMOCRAT
2012,LIBERTARIAN,45324,OTHER
2012,DEMOCRAT,306658,DEMOCRAT
2012,REPUBLICAN,121015,REPUBLICAN
2012,LIBERTARIAN,3840,OTHER
2012,GREEN,3184,OTHER
2012,,2227,OTHER
2012,,235,OTHER
2012,REPUBLICAN,420911,REPUBLICAN
2012,DEMOCRAT,212787,DEMOCRAT
2012,LIBERTARIAN,9453,OTHER
2012,INDEPENDENT,6901,OTHER
2012,CONSTITUTION PARTY,2222,OTHER
2012,DEMOCRAT,3019512,DEMOCRAT
2012,REPUBLICAN,2135216,REPUBLICAN
2012,LIBERTARIAN,56229,OTHER
2012,GREEN,30222,OTHER
2012,,835,OTHER
2012,REPUBLICAN,1420543,REPUBLICAN
2012,DEMOCRAT,1152887,DEMOCRAT
2012,LIBERTARIAN,50111,OTHER
2012,,993,OTHER
2012,DEMOCRAT,822544,DEMOCRAT
2012,REPUBLICAN,730617,REPUBLICAN
2012,LIBERTARIAN,12926,OTHER
2012,,7442,OTHER
2012,GREEN,3769,OTHER
2012,CONSTITUTION PARTY,3038,OTHER
2012,NOMINATED BY PETITION,1027,OTHER
2012,SOCIALIST WORKERS,445,OTHER
2012,SOCIALISM AND LIBERATION PARTY,372,OTHER
2012,REPUBLICAN,692634,REPUBLICAN
2012,DEMOCRAT,440726,DEMOCRAT
2012,LIBERTARIAN,20456,OTHER
2012,REFORM PARTY,5017,OTHER
2012,,1138,OTHER
2012,REPUBLICAN,1087190,REPUBLICAN
2012,DEMOCRAT,679370,DEMOCRAT
2012,LIBERTARIAN,17063,OTHER
2012,INDEPENDENT,6872,OTHER
2012,GREEN,6337,OTHER
2012,,380,OTHER
2012,REPUBLICAN,1152262,REPUBLICAN
2012,DEMOCRAT,809141,DEMOCRAT
2012,LIBERTARIAN,18157,OTHER
2012,GREEN,6978,OTHER
2012,CONSTITUTION PARTY,2508,OTHER
2012,WE THE PEOPLE,1767,OTHER
2012,JUSTICE,1368,OTHER
2012,SOCIALISM AND LIBERATION PARTY,622,OTHER
2012,PROHIBITION,518,OTHER
2012,SOCIALIST WORKERS,389,OTHER
2012,SOCIALIST EQUALITY PARTY,355,OTHER
2012,DEMOCRAT,401306,DEMOCRAT
2012,REPUBLICAN,292276,REPUBLICAN
2012,,11578,OTHER
2012,LIBERTARIAN,9352,OTHER
2012,GREEN,8119,OTHER
2012,,2127,OTHER
2012,DEMOCRAT,1677844,DEMOCRAT
2012,REPUBLICAN,971869,REPUBLICAN
2012,LIBERTARIAN,30195,OTHER
2012,GREEN,17110,OTHER
2012,,10309,OTHER
2012,DEMOCRAT,1921290,DEMOCRAT
2012,REPUBLICAN,1188314,REPUBLICAN
2012,LIBERTARIAN,30920,OTHER
2012,GREEN-RAINBOW,20691,OTHER
2012,,16429,OTHER
2012,,6552,OTHER
2012,DEMOCRAT,2564569,DEMOCRAT
2012,REPUBLICAN,2115256,REPUBLICAN
2012,GREEN,21897,OTHER
2012,U.S. TAXPAYERS PARTY,16119,OTHER
2012,,7973,OTHER
2012,NATURAL LAW,5147,OTHER
2012,DEMOCRATIC-FARMER-LABOR,1546167,DEMOCRAT
2012,REPUBLICAN,1320225,REPUBLICAN
2012,LIBERTARIAN,35098,OTHER
2012,GREEN,13023,OTHER
2012,,10641,OTHER
2012,CONSTITUTION PARTY,3722,OTHER
2012,GRASSROOTS,3149,OTHER
2012,JUSTICE,1996,OTHER
2012,CONSTITUTIONAL GOVERNMENT,1092,OTHER
2012,SOCIALIST WORKERS,1051,OTHER
2012,SOCIALISM AND LIBERATION PARTY,397,OTHER
2012,REPUBLICAN,710746,REPUBLICAN
2012,DEMOCRAT,562949,DEMOCRAT
2012,LIBERTARIAN,6676,OTHER
2012,CONSTITUTION PARTY,2609,OTHER
2012,GREEN,1588,OTHER
2012,REFORM PARTY,1016,OTHER
2012,REPUBLICAN,1482440,REPUBLICAN
2012,DEMOCRAT,1223796,DEMOCRAT
2012,LIBERTARIAN,43151,OTHER
2012,CONSTITUTION PARTY,7936,OTHER
2012,REPUBLICAN,267928,REPUBLICAN
2012,DEMOCRAT,201839,DEMOCRAT
2012,LIBERTARIAN,14165,OTHER
2012,,116,OTHER
2012,REPUBLICAN,475064,REPUBLICAN
2012,DEMOCRAT,302081,DEMOCRAT
2012,LIBERTARIAN,11109,OTHER
2012,,3717,OTHER
2012,NOMINATED BY PETITION,2408,OTHER
2012,DEMOCRAT,531373,DEMOCRAT
2012,REPUBLICAN,463567,REPUBLICAN
2012,LIBERTARIAN,10968,OTHER
2012,,5770,OTHER
2012,INDEPENDENT AMERICAN,3240,OTHER
2012,DEMOCRAT,369561,DEMOCRAT
2012,REPUBLICAN,329918,REPUBLICAN
2012,LIBERTARIAN,8212,OTHER
2012,,1698,OTHER
2012,,875,OTHER
2012,CONSTITUTION PARTY,708,OTHER
2012,DEMOCRAT,2122786,DEMOCRAT
2012,REPUBLICAN,1478088,REPUBLICAN
2012,LIBERTARIAN,21035,OTHER
2012,GREEN,9886,OTHER
2012,CONSTITUTION PARTY,2063,OTHER
2012,JUSTICE,1723,OTHER
2012,NSA DID 911,1024,OTHER
2012,SOCIALIST WORKERS,709,OTHER
