,address,categories,city,country,latitude,longitude,name,postalCode,province,websites
108,605 E Broadway St,Fast Food Restaurant,Campbellsville,US,37.346447,-85.337368,McDonald's,42718,KY,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EGQ6wFBP1R9j_yPfgIG2qmnnU3b4EFXLWYqzqH6pileJnsDBgYjhj6412OE3eqoLyrSIPEJpXfr10mUiQbRKfZCKZytUuX1ZpMEsmU-K0mL9uCZDhf-nRxkx0xcmqFX3TZTiNoK_LLFKzM4tXpEgtM6BtXv1F1DttlBrudHdoBH_DGjaTmU8PwdbfJ2xHPn7Rwi4U85-2Et587Fq8vmz8iGAm0EjY1KA0R2zhuMhnQKoGqWThgFN8jTErCjxtP6ollGXsWzGWbhCoZclcoPdleGfT21PW-SYTIkUwmGBOAc4gxt97kOU6h8_7VAEhFodMhojUnjcQV0jzIOdXWrA8XHVWc4Ne2mCN0L_k5sP1s5HSZuyYKD74rjqX9DHdfLf_fh_cwv2f3PoRNruakJsx4Q77MvV36wSfVo-ccW5rGjnV-Ji-wuoCGkbaadlEUapm8WquQeqX4seGxwJZ4u_gdLYz906J0I5hqNjQlV0cpIEe-RABopzNSK7YVr3R-iFf&placement=listing_profile.b&cs_user=unknown&cs_session=c32e8929edce4f151a7e8f5f303f328388f837d7"
109,1602 E Broadway St,Fast Food Restaurant,Campbellsville,US,37.357213,-85.323654,SUBWAY,42718,KY,"http://www.subway.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJrdpPH-jgTbkJVTDQ1eCKgW3VOJJPaEiUYk16SKia0wRbqbTrXrgOsTg6wvGYc7dD1JIugQyrEUjnheYMMfX7Lky5pbVLFPFbmAdGfdN8Nma7PGSKUXuqWgSpzEoUOKRdREuu5IhJf96KRMuWIVvtH4jsN7WtpquET2jm2wBIaUf0DSjXK7JJJbHAjR6-fcD9M9PkPMxSZVgQ8O3zIdkLn-PAVgBDJjHcBzOI8KJ0HKCvsWneLvVENMvDMFMCKHJ54zLmr3V76V2cVgUiaMt1VwJtMegdL5gmMum2a24nxrMq824yTST5BTVAcxhcohCYA9mZJSDrvQ4ZJ163lihC7FFPTsEqh0Lx&placement=listing_profile&cs_user=unknown&cs_session=aed3031b0c80181e40d32382a48b58fd6fc54832"
110,1475 Holiday Ln,Fast food restaurants,Fairfield,US,38.259527,-122.062146,Burger King,94534,CA,http://www.bk.com
111,1442 Winchester Ave,Fast Food Restaurants,Ashland,US,38.4791,-82.6411,Fat Patty's,41101,KY,"http://www.fatpattysonline.com,http://fatpattysonline.com"
112,12759 Us Route 60,Fast Food Restaurants,Ashland,US,38.3887,-82.7156,Dairy Queen,41102,KY,http://www.dairyqueen.com
113,1439 S US Highway 1,Fast Food Restaurants,Fort Pierce,US,27.4357,-80.326,Pizza Hut,34950,FL,http://www.pizzahut.com
114,12915 Cortez Blvd,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Brooksville,US,28.534187,-82.516103,Arby's,34613,FL,"http://www.arbys.com,http://arbys.com"
115,11671 Se Federal Hwy,Fast Food Restaurant,Hobe Sound,US,27.06168,-80.13746,McDonald's,33455,FL,http://mcdonalds.com
116,8792 Navarre Pkwy,Burger Joint and Fast Food Restaurant Gulf Breeze,Navarre,US,30.403772,-86.85506,Culver's,32566,FL,"http://www.culvers.com,http://culvers.com/restaurants/navarre-fl"
117,825 E 49th St,Fast food restaurants,Hialeah,US,25.867613,-80.266376,Burger King,33013,FL,"http://www.bk.com,http://www.burgerking.com/"
118,2750 W 68th St Ste 104,Fast Food,Hialeah,US,25.882938,-80.33868,Pizza Hut,33016,FL,"http://www.pizzahut.com,http://www.pizzahut.com/"
119,36172 Hwy 27,Fast Food,Haines City,US,28.125757,-81.64043,Dairy Queen,33844,FL,"http://www.dairyqueen.com/,http://dairyqueen.com"
120,52 Tuscan Way Ste 208,Fast Food Restaurants,Saint Augustine,US,29.96174,-81.49109,Pizza Hut,32092,FL,http://www.pizzahut.com
121,1232 Providence Blvd,Fast Food Restaurant,Deltona,US,28.8829,-81.2413,KFC,32725,FL,"http://www.kfc.com,http://kfc.com"
122,2370 US Highway 331 S,Fast food restaurants,DeFuniak Springs,US,30.68782,-86.12318,McDonald's,32435,FL,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EGQ6wFBP1R9j_yPfgIG2qmnnU3b4EFXLWYqzqH6pileJnsDBgYjhj6412OE3eqoLyrSIPEJpXfr10mUiQbRKfZCKZytUuX1ZpMEsmU-K0mL9uCZDhf-nRxkx0xcmqFX3TZTiNoK_LLFKzM4tXpEgtM6BtXv1F1Dtt581JwH6rvi9UN2-AW34ISP0JhtFQGQLnDdvfQfrSO-zvO4AkSGgIkC0OkjRwrc_8XrbSDDlmhDrDxBVDmhrkP7KvU1bGJpElXa8uBndpVCIlriAsonKvp2MumhEshE40Aw0-dsieNYX2S9DzU5m6vregqZfEgTwhYO8AQ8LLx1EfG6Ahb1UU9RfR156SW0jUuA_qjgypXlwHx2tMyK8o-BiTP4Wgo0l6Tt48vg-Bc-EUANa7o7S62LuTc-HKnggjJQ_HFw_NywLHUwWkEeWnvvdqCJ3HbvPaW6Lm0fPy-QDpBzTDGCzP_7rzg1AMEv53BprniE-P2sJYRBjqQp2V2d7dIqyqpN1W&placement=listing_profile.b&cs_user=unknown&cs_session=6f41a129348aa81b8accd61d91669a3ef8d9d655"
123,1508 US Highway 331 S,Fast Food Restaurant,DeFuniak Springs,US,30.70032,-86.12317,SONIC Drive-In,32435,FL,"https://locations.sonicdrivein.com/fl/defuniak-springs/1508-u-s--hwy-331-south.html,http://sonicdrivein.com"
124,2434 US Highway 331 S,Fast Food Restaurants,DeFuniak Springs,US,30.68693,-86.12329,Whataburger,32435,FL,"https://locations.whataburger.com/fl/defuniak-springs/2434-us-highway-331-s.html/,https://locations.whataburger.com/fl/defuniak-springs/2434-us-highway-331-s.html/?utm_source=yextpagesandutm_medium=locallistingsandutm_campaign=yextpages,https://locations.whataburger.com/fl/defuniak-springs/2434-us-highway-331-s.html/?utm_source=yextpages&utm_medium=locallistings&utm_campaign=yextpages"
125,9975 Corkscrew Rd,"Fast Food Restaurant, Sandwich Place, and American Restaurant",Estero,US,26.432003,-81.789408,Arby's,33928,FL,"http://www.arbys.com,http://locations.arbys.com/us/fl/estero/9975-corkscrew-rd.html"
126,519 Brandon Town Center Mall,Fast Food Restaurants,Brandon,US,27.928097,-82.324836,Chick-Fil-A,33511,FL,http://www.chick-fil-a.com/westfieldbrandon
127,865 S Main St,Fast Food Restaurant,Belle Glade,US,26.67511,-80.67,Taco Bell,33430,FL,"http://www.tacobell.com,https://locations.tacobell.com/fl/belle-glade/865-south-main-street.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=028590andutm_content=website,http://tacobell.com"
128,339 US Highway 27 S,Fast Food Restaurant,Avon Park,US,27.596742,-81.494029,McDonald's,33825,FL,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJH082dWwoivc4p4kYcNctobV9d38jH7Uy-8s-6g-hHOcn8pK-EbMNfkijcS63cHK1O1bbz83Ue83JCdx1TixCNR2LYzXfU6L0dSkSxuTZ3Lq5VfyeGRg0LrcjQMAFb3FVHVJ3WARRKOLBF7fUDiThK0yXv7cfKps9_A3VjX2XeiZELE2ptulcV9a58R5y9pFUfjHddluI_Y0AyG54NxPxX8SoWeyfZo2zpaC4ZoeD_Gs_0bjOOvh8ON-OuH0Pb9waSdvDRDNlNkfm9H20Z-pkWtDOwMPZttSHkmuBqw1ndIs-jBEKdc0gWNjURXlxLMGkIbBYlj7CwRLnxCeKWvanRynguEUbZ9LH&placement=listing_profile&cs_user=unknown&cs_session=47264dd99389ccea3fa66609402cc35cc57f4737"
129,1498 US Highway 17 N,Fast Food Restaurants,Wauchula,US,27.56904,-81.81521,Pizza Hut,33873,FL,"http://www.pizzahut.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJLpjy3VUlKNh5fCAtnz4V-8bhJKzZuaQD1ca6FJqGo-lzldJqcinKEpHAkWuqda0Ne8oNZbA85xASB2d6apqWts_PSHBIUmoG3-nr-8gGvFTxeygH1B8SMrNrsTqHo2CKSQJJl0Uxo9GLc4TQG-5tee4TO3FDukULdmWBiK7upIMB0h-7jYYSApyO_DOgSBUM44jczEXGuTn_YLE1zzic4v6MEWcB05IjmINYQVe9QG2zert5bHNmfq3l3W27n8JaQ-lIJJ7UrUjNTTeVg_QY8z4zPoT-krZ0CiJ6MYqd-V2Wy-KoyGQrJ-iTBNPhuz8hnx0zO5qusUZCucT6WoakpFzgEQkvqo9X&placement=listing_profile&cs_user=unknown&cs_session=c3d172019472fa4e5bdc9385b94c631ca2bc0c45"
130,1608 W Orange Blossom Trl,Fast Food,Apopka,US,28.68587218,-81.53919026,Firehouse Subs,32712,FL,"https://www.firehousesubs.com/locations/fl/apopka-commons,http://www.firehousesubs.com"
131,460 Airways Ave,Fast Food Restaurant,Savannah,US,32.135603,-81.208243,Burger King,31408,GA,"http://bk.com,https://locations.bk.com/ga/savannah/460-airways-ave.html,http://www.bk.com"
132,1510 N Summit St,Fast Food Restaurant,Arkansas City,US,37.08012,-97.03938,SONIC Drive-In,67005,KS,"https://locations.sonicdrivein.com/ks/arkansas-city/1510-north-summit-street.html,http://sonicdrivein.com"
133,2613 Central Ave,Fast Food Restaurants,Dodge City,US,37.77885,-100.01663,McDonald's,67801,KS,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
134,2501 Se Delaware Ave,Fast Food Restaurants,Ankeny,US,41.704627,-93.580975,Burger King,50021,IA,"http://www.bk.com,https://locations.bk.com/ia/ankeny/2501-s-e-delaware.html"
135,2501 Se Delaware Ave,Fast Food Restaurant,Ankeny,US,41.704627,-93.580975,Burger King,50021,IA,"http://www.bk.com,https://locations.bk.com/ia/ankeny/2501-s-e-delaware.html"
136,134 W Kamehameha Ave,Fast Food Restaurants,Kahului,US,20.8874,-156.4698,Cupie's Drive-In,96732,HI,http://www.cupiesdrivein.com
137,230 S Duff Ave,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Ames,US,42.02045,-93.60967,Chick-Fil-A,50010,IA,"http://www.chick-fil-a.com/ames,http://www.chick-fil-a.com,http://chick-fil-a.com/ames"
138,2817 E 13th St,Fast Food Restaurants,Ames,US,42.03511,-93.57344,Burger King,50010,IA,"https://locations.bk.com/ia/ames/2817-east-13th-st.html,http://www.bk.com"
139,1020 E 1st St,Fast Food Restaurant,Ankeny,US,41.732374,-93.582329,Burger King,50021,IA,"http://www.bk.com,https://locations.bk.com/ia/ankeny/1020-east-1st-st.html"
140,2450 S Vista Ave,Fast Food Restaurants,Boise,US,43.580339,-116.213106,Pizza Hut,83705,ID,http://www.pizzahut.com
141,1807 N Church St,Fast food restaurants,Burlington,US,36.09503,-79.408,Burger King,27217,NC,"http://www.bk.com,https://locations.bk.com/nc/burlington/1807-north-church-st.html,http://bk.com"
142,2535 18th St,Fast Food Restaurants,Bettendorf,US,41.548648,-90.504798,Dairy Queen,52722,IA,http://www.dairyqueen.com
143,9320 Steele Creek Rd,Fast Food Restaurant,Charlotte,US,35.16361,-80.96889,McDonald's,28273,NC,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com"
144,9640 Mariposa Rd,Fast Food Restaurant,Hesperia,US,34.425812,-117.378018,Burger King,92344,CA,http://www.bk.com
145,17021 Main St,Fast food restaurants,Hesperia,US,34.419638,-117.291579,Burger King,92345,CA,http://www.bk.com
146,14485 Inglewood Ave,Fast Food Restaurant,Hawthorne,US,33.899881,-118.361657,Del Taco,90250,CA,http://deltaco.com
147,18070 Chatsworth St,Fast Food Restaurant,Granada Hills,US,34.264517,-118.526782,Del Taco,91344,CA,"http://www.deltaco.net,http://deltaco.net"
148,1200 Forrest Ave,Fast Food Restaurant,Dover,US,39.158375,-75.550267,Arby's,19904,DE,"http://www.arbys.com,https://locations.arbys.com/us/de/dover/1200-forrest-ave.html,http://locations.arbys.com/us/de/dover/1200-forrest-ave.html"
149,1200 Forrest Ave,Fast Food Restaurants,Dover,US,39.158375,-75.550267,Arby's,19904,DE,"http://www.arbys.com,https://locations.arbys.com/us/de/dover/1200-forrest-ave.html,http://locations.arbys.com/us/de/dover/1200-forrest-ave.html"
150,300 Mccarter Rd,Fast Food Restaurants,Fountain Inn,US,34.68534,-82.19727,McDonald's,29644,SC,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
151,2040 Cumberland St,Fast Food Restaurant,Lebanon,US,40.33873,-76.447826,Burger King,17042,PA,http://www.bk.com
152,1451 Quentin Rd,Fast Food Restaurants,Lebanon,US,40.31787,-76.42396,Chipotle Mexican Grill,17042,PA,http://www.chipotle.com
153,609 Naamans Rd,Fast Food Restaurants,Claymont,US,39.81718,-75.45715,Taco Bell,19703,DE,"http://www.tacobell.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJUxvsjhaVB8tO-ijV5xKzSNT2xPl9DpdifkldMDaXXJInNCnTmMm4DEMgB74WCvnbdnCLqBS7bX7TgcJVkoo1WDwnkjfL5SZ8xRwRuKpCds7ih7J30382cpcsFHtJz6Sf22hTahqtIaKiUAHKVhjLYDDKC8NxWU8lHT_B40cbocWhMtKntjzi4NDfZ68wlG7w1LkZ5HDYJUL-a8tWFONzVeyw0HLTM8qO7AZEeX1oUwkvplDCjKHzcsdO_9fOF9QfoF0eVlQWLNvqlARozoBMJi9sErLkYridFhtbt-yF8D8mbLqUuDX9ms_qPe7wcRrvFdL-4Ve5l9jQQD57sKqgBBod25gs-apb&placement=listing_profile&cs_user=unknown&cs_session=c3bcb29f3bbdf5189827891ce394a3f8cc449a96"
154,5800 W Chandler Blvd,Fast Food,Chandler,US,33.30628,-111.94409,Pizza Hut,85226,AZ,http://www.pizzahut.com/
155,1205 Commons Cir,Fast Food Restaurants,Plover,US,44.49541,-89.51668,McDonald's,54467,WI,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
156,1099 S Blackhawk St,"Restaurant, Fast Food Restaurant, and Sandwich Place",Aurora,US,39.697205,-104.824323,Arby's,80012,CO,"http://www.arbys.com,http://www.arbys.com/,http://locations.arbys.com/us/co/aurora/1099-s-blackhawk-st.html,http://arbys.com"
157,406 N Pershing St,Fast Food Restaurants,Energy,US,37.77743,-89.02603,Primo's Pizza,62933,IL,http://primospizzaherrin.com
158,201 Lee Town Rd,Fast Food Restaurants,Pea Ridge,US,36.44176,-94.114426,Simple Simon's Pizza,72751,AR,http://www.simplesimonspizza.com
159,3067 Wilma Rudolph Blvd,Fast Food Restaurants,Clarksville,US,36.594351,-87.287425,Arby's,37040,TN,"https://locations.arbys.com/us/tn/clarksville/3067-wilma-rudolph-blvd.html,http://www.arbys.com,http://locations.arbys.com/us/tn/clarksville/3067-wilma-rudolph-blvd.html,http://www.locations.arbys.com/us/tn/clarksville/3067-wilma-rudolph-blvd.html"
160,1635 W State St,Fast Food Restaurants,Alliance,US,40.90199,-81.12966,Dairy Queen,44601,OH,http://www.dairyqueen.com
161,5311 Highway 5 N Ste 240,Fast Food Restaurants,Bryant,US,34.623,-92.50348,CASA Mexicana,72022,AR,http://www.casamexicana.com
162,3001 N Reynolds Rd,Fast Food Restaurant,Bryant,US,34.623419,-92.499052,Burger King,72022,AR,"https://locations.bk.com/ar/bryant/3001-reynolds-rd.html,http://www.bk.com"
163,2275 E Butler Ave,Fast Food Restaurants,Flagstaff,US,35.192109,-111.624197,Burger King,86004,AZ,"https://locations.bk.com/az/flagstaff/2275-east-butler-ave.html,http://bk.com"
164,1818 6th St,Fast Food Restaurants,Brookings,US,44.31095,-96.77414,Arby's,57006,SD,"https://locations.arbys.com/us/sd/brookings/1818-6th-street.html,http://arbys.com"
165,1818 6th St,"Fast Food Restaurant, Sandwich Place, and American Restaurant",Brookings,US,44.31095,-96.77414,Arby's,57006,SD,"https://locations.arbys.com/us/sd/brookings/1818-6th-street.html,http://arbys.com"
166,3051 W Apache Trl,Fast Food,Apache Junction,US,33.41508,-111.57884,KFC,85120,AZ,"http://www.kfc.com,http://www.kfc.com/"
167,Route 52 Airport Square,Fast Food Restaurants,Bluefield,US,37.28415,-81.25128,Burger King,24701,WV,https://locations.bk.com/wv/bluefield/route-52-airport-square.html
168,102 Harper Park Dr,Fast Food Restaurants,Beckley,US,37.793559,-81.217557,Bob Evans,25801,WV,https://www.bobevans.com/our-restaurants/locations/258
169,1912 Harper Rd,Fast Food Restaurants,Beckley,US,37.790326,-81.210547,Pizza Hut,25801,WV,"http://www.pizzahut.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJBJDi5qjwdnosN08aY8yvxL8WpfyGBreknV9axxCltsakePvOfTcTL-8yrrn_zER6bp4pNbjpxBw3A4mzMvmw4qwqAhZ_OMjZ9GUR9vdBUYOZ_q0hPHTf-VbV7j853G04wURZF0WlCWUxWhWwUgppXyYmYG9nmmdpXMQzjJUFUyf0ZY9Uuc4Oqs5kFpwAkUJjEgh9L1JRBcs_gqpc3cnhTbn7cpmMOyoldisza-Xbtyd8_cHLJcibFOnfvJVmcID1h7dmKWX1IteV5-qSYFZAhmMZBxdFViuXuqRQjed2MJZgypcdgCmZVjP4EMC1JOjh8PdlWo9Clkl8l5xaopj0Gv6LX7z0N_Y0&placement=listing_profile&cs_user=unknown&cs_session=bf4e5bd13484c9f0a20d233e9f98a86810f92dd0"
170,1855 Deerfield Rd,Fast Food Restaurants,Highland Park,US,42.17114472,-87.82489848,Players Grill,60035,IL,http://playersgrill.net
171,3 Clarksburg Rd,Fast Food Restaurants,Buckhannon,US,38.997749,-80.233242,Burger King,26201,WV,http://www.bk.com
172,302 Yellowstone Ave,Fast Food,Cody,US,44.51606,-109.08971,Arby's,82414,WY,"https://locations.arbys.com/us/wy/cody/302-yellowstone-avenue.html,http://locations.arbys.com/us/wy/cody/302-yellowstone-avenue.html"
173,1902 Mountain View Dr,Fast Food Restaurant,Cody,US,44.51459,-109.05084,Burger King,82414,WY,"https://locations.bk.com/wy/cody/1902-mountain-view-dr.html,http://www.bk.com,http://bk.com"
174,5320 Yellowstone Rd,Fast Food Restaurants,Cheyenne,US,41.16767,-104.828636,Pizza Hut,82009,WY,http://www.pizzahut.com
175,1100 Poplar View Ln N,Fast Food Restaurants,Collierville,US,35.0492,-89.69907,Back Yard Burgers,38017,TN,http://www.backyardburgers.com
176,967 W Poplar Ave,Fast Food Restaurants,Collierville,US,35.04561,-89.6942,Arby's,38017,TN,https://locations.arbys.com/us/tn/collierville/967-w-poplar-avenue.html
177,2607 Cy Ave,Fast Food Restaurants,Casper,US,42.82804,-106.354802,Arby's,82604,WY,"https://locations.arbys.com/us/wy/casper/2607-cy-ave.html,http://locations.arbys.com/us/wy/casper/2607-cy-ave.html"
178,1860 N Germantown Pkwy,Fast Food Restaurants,Cordova,US,35.175914,-89.792333,Arby's,38016,TN,"http://www.arbys.com,https://locations.arbys.com/us/tn/cordova/1860-n-germantown-pkwy.html"
179,310 W Grand Xing,Fast Food Restaurants,Mobridge,US,45.53751,-100.43688,SUBWAY,57601,SD,http://www.subway.com
180,1502 N Clinton St,Fast Food,Defiance,US,41.303027,-84.361279,Arby's,43512,OH,"http://www.arbys.com,https://locations.arbys.com/us/oh/defiance/1502-n-clinton-st.html,http://locations.arbys.com/us/oh/defiance/1502-n-clinton-st.html"
181,1133 N Clinton St,Fast Food Restaurants,Defiance,US,41.301426,-84.360818,Pizza Hut,43512,OH,"http://www.pizzahut.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4ESe32aGoZZfGxPUKOAupg6AXFQsvl2-A1Ztd21x5FLKumNpUzGNTBeMk2RvPjC41ZIvgiFwjULRMf936HQ-3fDilu-Jgq-3DroFPqeb7LaXUO4XtGt4yXSJsg9W4tlLVRNocJRkydaRxa9wTgFisP8W1xHayi-pt4xFwjWo1y_3oMTt0W70UlUEOGBuWa4PRxCOstgvLEY2XuknTAmYa2Lqw1Pj-2PaO7Gtv-eM5inYNeJUsSXNSbMp7W5BfKzU5f7xFNV3ADNI37Ymflxg2lpp8eGYv86SJdVHCVHoOqAS59qXHc7xVm3VEg7SX0JdAkDm7luT-FaDmPjsRV24CPePpVsLXJE8JM1HMDPqHGV_9frrF03P39_j1ZtrD6XNadA7J03ZLCtztG86JTVmJzc5Wr4LUvdp6fBuYGkCDm6mxdW2xL9PEalh-pgRqrafrz6b2-xOlamqv4h59ATo8RnclmAEQYDXb2wbVlADLjHkKTSktdP3VPJLCvV4V_Zbic&placement=listing_profile.c&cs_user=unknown&cs_session=54f7491d37efd85e1a57dc211030697f60eaca32"
182,11 W Dayton Yellow Springs Rd,Fast Food Restaurants,Fairborn,US,39.783394,-84.006478,Pizza Hut,45324,OH,http://www.pizzahut.com
183,1205 6th Ave Se,Fast Food,Aberdeen,US,45.459587,-98.469823,Arby's,57401,SD,http://www.arbys.com
184,2260 Highway 394,Fast Food Restaurant,Blountville,US,36.524041,-82.312707,McDonald's,37617,TN,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://www.mcdonalds.com"
185,214 Carolina Pottery Dr,Fast food restaurants,Blountville,US,36.534114,-82.390053,McDonald's,37617,TN,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJOkkIF-WOaIByBvvSanpjNtoD1H7-nrk79mMKzaqFRqAE-DIi6VaTN0hdyfOT3mJY3A2AvrkepBEsaGS6xFqotz-5ju59PuhBJ-KNvO0-MRh9MhFGwjBZY-Ql4Vp6yatt2bucTi0VNOaHDA704HzPeSYAqmWD9WmdBLZ3WRNUZvhefHKQntNPAJn-C27U5syYtXru4M4qnRQU2B-ou5O2-lzXCVgk-OuhU3TzzkL7oagDSyfYRNRkunZ-ZhGImn0orLOl7P1PuNLwz36g7293F_YuD8kqmtJHsElzwsPXFHI8Yhy7t_MBnpqOeEEH5VRLwVxbCfcFCq7T0s1NLZ8YtxlJzLAnLvVM&placement=listing_profile&cs_user=unknown&cs_session=d8e31e220d6138c99f777419736373552fa20120"
186,1313 Highway 394,Fast Food Restaurant,Blountville,US,36.541865,-82.33235,Arby's,37617,TN,"http://www.arbys.com,https://locations.arbys.com/us/tn/blountville/1313-highway-394.html,http://locations.arbys.com/us/tn/blountville/1313-highway-394.html"
187,1313 Highway 394,Fast Food,Blountville,US,36.541865,-82.33235,Arby's,37617,TN,"http://www.arbys.com,https://locations.arbys.com/us/tn/blountville/1313-highway-394.html,http://locations.arbys.com/us/tn/blountville/1313-highway-394.html"
188,100 Prince Royal Dr,Fast Food Restaurants,Berea,US,37.568606,-84.311046,Burger King,40403,KY,http://www.bk.com
189,16311 State Route 267,Fast Food Restaurants,East Liverpool,US,40.66428,-80.62041,Italo's Pizza,43920,OH,http://www.italospizza.com
190,900 W 8th St,Ice Cream Shop and Fast Food Restaurant,East Liverpool,US,40.62539,-80.59109,Dairy Queen,43920,OH,"http://www.dairyqueen.com,http://dairyqueen.com"
191,723 Saratoga Ave,Fast Food Restaurants,Lima,US,40.73101,-84.07296,Hunan Gardens,45804,OH,http://www.limahunangardens.com/location.html
192,23777 Us Route 23,Fast Food Restaurant,Circleville,US,39.58426871,-82.95390414,Burger King,43113,OH,"http://bk.com,http://www.bk.com"
193,414 Water St,Fast food restaurants,Chardon,US,41.580901,-81.210168,Burger King,44024,OH,"https://locations.bk.com/oh/chardon/414-water-st.html,http://www.bk.com"
194,2005 S Main St,Fast Food Restaurant,Bellefontaine,US,40.331939,-83.761451,Burger King,43311,OH,"http://www.bk.com,https://locations.bk.com/oh/bellefontaine/2005-s-main-st.html"
195,2000 E Edgerton Rd,Fast Food Restaurants,Broadview Heights,US,41.29553,-81.67674,Burger King,44147,OH,https://locations.bk.com/oh/broadview-heights/2000-edgerton-rd.html
196,10037 Broadview Rd,Fast Food Restaurant,Broadview Heights,US,41.293022,-81.68467,Burger King,44147,OH,http://www.bk.com
197,475 Chippewa Mall Dr,Fast Food Restaurants,Chippewa Falls,US,44.92456,-91.38189,Toppers Pizza,54729,WI,http://www.toppers.com
198,212 S 7th St,Fast Food Restaurants,Delavan,US,42.63089,-88.63918,Hernandez Mexican Restaurant,53115,WI,http://www.hernandez-restaurant.com
199,1931 E Geneva St,Fast Food Restaurant,Delavan,US,42.627712,-88.621712,Culver's,53115,WI,"http://www.culvers.com/restaurants/Zion,http://www.culvers.com/restaurants/delavan"
200,2680 Market St,Fast food restaurants,Christiansburg,US,37.16537,-80.422283,Burger King,24073,VA,"http://www.bk.com,https://locations.bk.com/va/christiansburg/2680-market-st.html"
201,2650 Market St,Fast Food Restaurant,Christiansburg,US,37.166086,-80.422225,Arby's,24073,VA,"https://locations.arbys.com/us/va/christiansburg/2650-market-st.html,http://www.arbys.com,http://locations.arbys.com/us/va/christiansburg/2650-market-st.html"
202,2680 Market St,Fast Food Restaurant,Christiansburg,US,37.16537,-80.422283,Burger King,24073,VA,"http://www.bk.com,https://locations.bk.com/va/christiansburg/2680-market-st.html"
