Entity,Code,Year,Average annual working hours per worker
United Kingdom,GBR,1952,2160.8586
United Kingdom,GBR,1953,2164.7798
United Kingdom,GBR,1954,2168.9309
United Kingdom,GBR,1955,2167.363
United Kingdom,GBR,1956,2153.7795
United Kingdom,GBR,1957,2132.2522
United Kingdom,GBR,1958,2102.4534
United Kingdom,GBR,1959,2112.238
United Kingdom,GBR,1960,2103.5837
United Kingdom,GBR,1961,2066.811
United Kingdom,GBR,1962,2029.0448
United Kingdom,GBR,1963,2020.5967
United Kingdom,GBR,1964,2020.8336
United Kingdom,GBR,1965,1997.568
United Kingdom,GBR,1966,1941.6097
United Kingdom,GBR,1967,1929.5275
United Kingdom,GBR,1968,1922.2015
United Kingdom,GBR,1969,1912.6047
United Kingdom,GBR,1970,1870.8944
United Kingdom,GBR,1971,1830.1425
United Kingdom,GBR,1972,1851.3665
United Kingdom,GBR,1973,1860.2523
United Kingdom,GBR,1974,1845.297
United Kingdom,GBR,1975,1814.0796
United Kingdom,GBR,1976,1807.0242
United Kingdom,GBR,1977,1816.9293
United Kingdom,GBR,1978,1818.0375
United Kingdom,GBR,1979,1815.493
United Kingdom,GBR,1980,1785.3964
United Kingdom,GBR,1981,1749.12
United Kingdom,GBR,1982,1745.4192
United Kingdom,GBR,1983,1739.5485
United Kingdom,GBR,1984,1745.7526
United Kingdom,GBR,1985,1748.0818
United Kingdom,GBR,1986,1742.7368
United Kingdom,GBR,1987,1747.5668
United Kingdom,GBR,1988,1754.7257
United Kingdom,GBR,1989,1758.5569
United Kingdom,GBR,1990,1745.9441
United Kingdom,GBR,1991,1720.5466
United Kingdom,GBR,1992,1714.3304
United Kingdom,GBR,1993,1710.316
United Kingdom,GBR,1994,1720.5905
United Kingdom,GBR,1995,1722.6252
United Kingdom,GBR,1996,1722.0925
United Kingdom,GBR,1997,1721.1954
United Kingdom,GBR,1998,1716.9994
United Kingdom,GBR,1999,1708.6104
United Kingdom,GBR,2000,1692.954
United Kingdom,GBR,2001,1695.9764
United Kingdom,GBR,2002,1678.5614
United Kingdom,GBR,2003,1669.3804
United Kingdom,GBR,2004,1666.7157
United Kingdom,GBR,2005,1669.7372
United Kingdom,GBR,2006,1663.9857
United Kingdom,GBR,2007,1665.8214
United Kingdom,GBR,2008,1660.4688
United Kingdom,GBR,2009,1638.3318
United Kingdom,GBR,2010,1643.2079
United Kingdom,GBR,2011,1641.3157
United Kingdom,GBR,2012,1655.1066
United Kingdom,GBR,2013,1665.8917
United Kingdom,GBR,2014,1672.2679
United Kingdom,GBR,2015,1669.0747
United Kingdom,GBR,2016,1668.3876
United Kingdom,GBR,2017,1670.2728
United States,USA,1870,3096
United States,USA,1880,3044
United States,USA,1890,2983
United States,USA,1900,2938
United States,USA,1913,2900
United States,USA,1929,2316
United States,USA,1938,1756
United States,USA,1950,1989.238
United States,USA,1951,2030.5599
United States,USA,1952,2026.7347
United States,USA,1953,2020.25
United States,USA,1954,1997.0837
United States,USA,1955,2004.5018
United States,USA,1956,1989.365
United States,USA,1957,1961.5238
United States,USA,1958,1927.5476
United States,USA,1959,1952.8529
United States,USA,1960,1934.2875
United States,USA,1961,1919.7972
United States,USA,1962,1939.2451
United States,USA,1963,1927.4596
United States,USA,1964,1933.1255
United States,USA,1965,1952.99
United States,USA,1966,1961.7112
United States,USA,1967,1938.9489
United States,USA,1968,1935.2845
United States,USA,1969,1935.9679
United States,USA,1970,1891.412
United States,USA,1971,1875.6472
United States,USA,1972,1873.3199
United States,USA,1973,1871.6733
United States,USA,1974,1843.8124
United States,USA,1975,1812.4165
United States,USA,1976,1808.4502
United States,USA,1977,1808.5083
United States,USA,1978,1814.8193
United States,USA,1979,1817.1194
United States,USA,1980,1801.3328
United States,USA,1981,1788.8071
United States,USA,1982,1771.0435
United States,USA,1983,1779.0808
United States,USA,1984,1794.722
United States,USA,1985,1800.7004
United States,USA,1986,1780.5117
United States,USA,1987,1787.9778
United States,USA,1988,1797.7433
United States,USA,1989,1809.9222
United States,USA,1990,1795.5515
United States,USA,1991,1787.2532
United States,USA,1992,1775.0881
United States,USA,1993,1790.0741
United States,USA,1994,1807.9658
United States,USA,1995,1817.5757
United States,USA,1996,1823.6223
United States,USA,1997,1828.6818
United States,USA,1998,1839.5144
United States,USA,1999,1841.6412
United States,USA,2000,1844.9187
United States,USA,2001,1823.8229
United States,USA,2002,1806.9037
United States,USA,2003,1791.0933
United States,USA,2004,1789.9679
United States,USA,2005,1787.311
United States,USA,2006,1787.5776
United States,USA,2007,1786.0842
United States,USA,2008,1767.0127
United States,USA,2009,1729.9553
United States,USA,2010,1736.095
United States,USA,2011,1745.0492
United States,USA,2012,1745.438
United States,USA,2013,1750.0786
United States,USA,2014,1754.4224
United States,USA,2015,1765.1826
United States,USA,2016,1760.796
United States,USA,2017,1757.2255
Uruguay,URY,1990,1788
Uruguay,URY,1991,1781.501
Uruguay,URY,1992,1775.0256
Uruguay,URY,1993,1768.5737
Uruguay,URY,1994,1762.1454
Uruguay,URY,1995,1755.7404
Uruguay,URY,1996,1749.3585
Uruguay,URY,1997,1743
Uruguay,URY,1998,1736.6646
Uruguay,URY,1999,1722
Uruguay,URY,2000,1704.0769
Uruguay,URY,2001,1672.7721
Uruguay,URY,2002,1635.8788
Uruguay,URY,2003,1612.8038
Uruguay,URY,2004,1638.4481
Uruguay,URY,2005,1628.0012
Uruguay,URY,2006,1622.7958
Uruguay,URY,2007,1608.918
Uruguay,URY,2008,1623.9033
Uruguay,URY,2009,1595.3755
Uruguay,URY,2010,1590.4384
Uruguay,URY,2011,1585.9154
Uruguay,URY,2012,1571.8634
Uruguay,URY,2013,1566.2067
Uruguay,URY,2014,1562.999
Uruguay,URY,2015,1552.347
Uruguay,URY,2016,1552.347
Uruguay,URY,2017,1552.347
Venezuela,VEN,1950,2179
Venezuela,VEN,1951,2162.9802
Venezuela,VEN,1952,2147.0784
Venezuela,VEN,1953,2131.2932
Venezuela,VEN,1954,2115.6243
Venezuela,VEN,1955,2100.0706
Venezuela,VEN,1956,2084.6311
Venezuela,VEN,1957,2069.3052
Venezuela,VEN,1958,2054.0918
Venezuela,VEN,1959,2038.9904
Venezuela,VEN,1960,2024
Venezuela,VEN,1961,2016.5787
Venezuela,VEN,1962,2009.1847
Venezuela,VEN,1963,2001.8177
Venezuela,VEN,1964,1994.4778
Venezuela,VEN,1965,1987.1648
Venezuela,VEN,1966,1979.8787
Venezuela,VEN,1967,1972.6191
Venezuela,VEN,1968,1965.3862
Venezuela,VEN,1969,1958.1799
Venezuela,VEN,1970,1951
Venezuela,VEN,1971,1955.6555
Venezuela,VEN,1972,1960.3223
Venezuela,VEN,1973,1965
Venezuela,VEN,1974,1969.5398
Venezuela,VEN,1975,1974.0902
Venezuela,VEN,1976,1978.651
Venezuela,VEN,1977,1983.2224
Venezuela,VEN,1978,1987.8043
Venezuela,VEN,1979,1992.3969
Venezuela,VEN,1980,1997
Venezuela,VEN,1981,1985.9822
Venezuela,VEN,1982,1975.0251
Venezuela,VEN,1983,1964.1285
Venezuela,VEN,1984,1953.2921
Venezuela,VEN,1985,1942.5154
Venezuela,VEN,1986,1931.7982
Venezuela,VEN,1987,1921.1401
Venezuela,VEN,1988,1910.5408
Venezuela,VEN,1989,1900
Venezuela,VEN,1990,1889
Venezuela,VEN,1991,1878.4707
Venezuela,VEN,1992,1868
Venezuela,VEN,1993,1888.8833
Venezuela,VEN,1994,1910
Venezuela,VEN,1995,1915.2285
Venezuela,VEN,1996,1920.4713
Venezuela,VEN,1997,1925.7284
Venezuela,VEN,1998,1931
Venezuela,VEN,1999,1886.8966
Venezuela,VEN,2000,1898.5117
Venezuela,VEN,2001,1869.4724
Venezuela,VEN,2002,1829.0203
Venezuela,VEN,2003,1801.2109
Venezuela,VEN,2004,1896.6949
Venezuela,VEN,2005,1922.8501
Vietnam,VNM,1970,2617.082
Vietnam,VNM,1971,2618.4055
Vietnam,VNM,1972,2619.8298
Vietnam,VNM,1973,2620.6924
Vietnam,VNM,1974,2621.9473
Vietnam,VNM,1975,2622.2305
Vietnam,VNM,1976,2623.5054
Vietnam,VNM,1977,2625.7358
Vietnam,VNM,1978,2626.2886
Vietnam,VNM,1979,2627.8647
Vietnam,VNM,1980,2629.6807
Vietnam,VNM,1981,2631.8984
Vietnam,VNM,1982,2633.2598
Vietnam,VNM,1983,2634.9053
Vietnam,VNM,1984,2637.0962
Vietnam,VNM,1985,2638.3945
Vietnam,VNM,1986,2637.0444
Vietnam,VNM,1987,2640.365
Vietnam,VNM,1988,2641.1133
Vietnam,VNM,1989,2641.7573
Vietnam,VNM,1990,2643.469
Vietnam,VNM,1991,2644.7563
Vietnam,VNM,1992,2646.5408
Vietnam,VNM,1993,2647.239
Vietnam,VNM,1994,2648.5125
Vietnam,VNM,1995,2648.729
Vietnam,VNM,1996,2648.8669
Vietnam,VNM,1997,2317.3438
Vietnam,VNM,1998,2362.4314
Vietnam,VNM,1999,2362.1404
Vietnam,VNM,2000,2393.6313
Vietnam,VNM,2001,2246.991
Vietnam,VNM,2002,2230.7598
Vietnam,VNM,2003,2254.8853
Vietnam,VNM,2004,2207.4919
Vietnam,VNM,2005,2191.7068
Vietnam,VNM,2006,2240.8411
Vietnam,VNM,2007,2241.1814
Vietnam,VNM,2008,2336.6824
Vietnam,VNM,2009,2405.3545
Vietnam,VNM,2010,2300.02
Vietnam,VNM,2011,2331.2832
Vietnam,VNM,2012,2310.541
Vietnam,VNM,2013,2267.4883
Vietnam,VNM,2014,2150.6357
Vietnam,VNM,2015,2169.5916
Vietnam,VNM,2016,2169.5916
Vietnam,VNM,2017,2169.5916
