name,roaster,roast,loc_country,origin_1,origin_2,100g_USD,rating,review_date,desc_1,desc_2,desc_3
Rwanda Dukunde Kawa,Black Oak Coffee Roasters,Medium-Light,United States,Gakenke Growing Region,Rwanda,5.14,93,June 2021,"Chocolaty, richly wood-framed. Strawberry, dark chocolate, fresh-cut cedar, lily, molasses in aroma and cup. Sweetly savory with round, vibrant acidity; plush, buoyant mouthfeel. The richly bittersweet finish leads with dark chocolate notes in the short, settling into molasses and fresh-cut cedar in the long.","This coffee tied for the second-highest rating in a cupping of African Great Lakes coffees for Coffee Review’s June 2021 report. Certified fair trade. Produced by smallholding members of the Dukunde Kawa Collective (a majority of whose members are women), entirely of local strains of the Bourbon variety of Arabica, and processed by the natural (dried in the whole fruit) method. Black Oak is an artisan coffee roaster in the northern California town of Ukiah whose mission is to bring each carefully selected coffee’s unique character to life. Visit www.blackoakcoffee.com for more information.","A deep-toned, chocolaty natural-process Rwanda cup with inviting aromatic wood notes."
Burundi Mikuba Honey Microlot 1,Olympia Coffee,Light,United States,Kayanza State,Burundi,6.61,93,June 2021,"Deeply sweet, round, balanced. Apricot, baking chocolate, freesia-like flowers, cedar, maple syrup in aroma and cup. Crisply sweet structure with quietly lively acidity; buoyant, silky mouthfeel. Suggestions of baking chocolate and maple syrup support the cedar-toned finish.","This coffee tied for the second-highest rating in a cupping of African Great Lakes coffees for Coffee Review’s June 2021 report. Produced by Ben and Christy Carlson of Long Miles Coffee Project in Burundi and processed by the honey method, in which some fruit flesh is allowed to adhere to the beans during drying. Olympia Coffee Roasting is a small-batch wholesale and retail roasting company with a youthful, no-nonsense style and a commitment to high-quality organic coffees. Visit www.olympiacoffee.com or call 360-753-0066 for more information.","A subtly complex, balanced Burundi cup with engaging spice-toned floral and stone fruit notes."
Rwanda Simbi,Mamechamame Coffee,Light,Japan,Huye District,Rwanda,7.56,93,June 2021,"Balanced, elegant, gently stated. Cocoa nib, pomegranate, fresh-tanned leather, wisteria, cashew in aroma and cup. Savory-leaning structure with tart underpinnings and brisk acidity; crisp, satiny mouthfeel. The finish consolidates to pomegranate and leather suggestions.","This coffee tied for the second-highest rating in a cupping of African Great Lakes coffees for Coffee Review’s June 2021 report. Produced by smallholding farmers near Abdoul Rudahunga’s Simba Washing Station entirely from local strains of the Bourbon variety of Arabica and processed by the honey method, in which some fruit flesh is allowed to adhere to the beans during drying. Mamechamame Coffee is a specialty roaster and coffee shop in Tochigi, Japan. Visit https://mamechamame.square.site/#rWARwD for more information.","A confidently structured, nuanced Rwanda cup, notably light-roasted, with leading notes of cocoa and tart fruit."
Rwanda Akagera CWS Fully Washed Lot 9,Kakalove Cafe,Medium-Light,Taiwan,Nyaruguru District,Rwanda,3.12,93,June 2021,"Resonant, rich, multi-layered. Dark chocolate, hazelnut butter, tea rose, caramel, kumquat in aroma and cup. Balanced, bittersweet structure with round acidity; very full, creamy mouthfeel. Layered, flavor-saturated finish.","This coffee tied for the second-highest rating in a cupping of African Great Lakes coffees for Coffee Review’s June 2021 report. Produced by the Akagera Coffee Project entirely of local strains of the Bourbon variety of Arabica, and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information. ","A deep-toned, chocolaty and floral Rwanda cup with lift from bright citrus suggestions."
Burundi Kinyovu,Valverde Coffee Roasters,Medium,United States,Kayanza State,Burundi,5.64,92,June 2021,"Sweetly roast-toned, chocolaty. Dark chocolate, lily, vanilla, dried fig, scorched cedar in aroma and cup. Bittersweet-savory structure; crisp yet velvety mouthfeel. Dark chocolate notes lead in the finish, rounding to dried fruit and vanilla notes in the long. ","This coffee earned a third-highest rating in a cupping of African Great Lakes coffees for Coffee Review’s June 2021 report. Produced by smallholding women farmers of JNP Coffee near the Kinyovu Washing Station entirely from local strains of the Bourbon variety of Arabica, and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). Valverde Coffee Roasters is a specialty roaster with locations in Salisbury, Massachusetts and La Paz, Bolivia. Visit www.cafevalverde.com for more information.","An inviting darker-roasted Burundi with deep, rich chocolate notes throughout, complicated by sweet florals, dried fruit, and a pleasingly smoky cedar. "
Tanzania Ngila Estate SL28,Paradise Roasters,Light,United States,Ngorogoro,Tanzania,7.33,95,June 2021,"Deep, complex, aromatically enticing. Red currant, almond brittle, hop flowers, pink grapefruit zest, molasses in aroma and cup. Richly bittersweet, balanced structure with elegant, bright acidity; very syrupy, viscous mouthfeel. Resonant, long, flavor-laden finish with appealing complexity.","Produced by the Meyer Family of Nglia Estate entirely of the SL28 variety of Arabica and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.","A Tanzania produced from trees of the SL28 variety so closely associated with Kenya, and reminiscent of the best Kenyas with its nectar-like sweetness, deep complexity, and a surprising and disarming levity."
Ethiopia Washed Sidama Nafasha 74158 21/01,Kakalove Cafe,Medium-Light,Taiwan,Sidama Zone,Oromia Region,4.11,96,June 2021,"Lyrically sweet, intriguing tart, complexly savory. Mulberry, sage, bergamot, frankincense, apple blossom in aroma and cup. High-toned structure with delicately bright, multi-layered acidity; very viscous, plush mouthfeel. Resonant, flavor-laden finish, long and confident.",Sidama (also Sidamo) is an admired growing region in southern Ethiopia. Sidama coffees are largely produced from distinctive landrace varieties of Arabica long grown there. Processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.,"A nuanced, complex, uniquely composed washed Ethiopia cup offering it all: sweet elegance, playful tartness, rich depth."
Ethiopia Tibe Haro Uraga,Red Rooster Coffee Roaster,Medium-Light,United States,Uraga District,Guji Zone,6.02,95,June 2021,"Sweetly herbaceous, richly spice-toned. Pomelo, dark chocolate, black sage, candied tangerine, lilac in aroma and cup. Complex, sweet-savory structure with crisp, vibrant acidity; plush, very syrupy-smooth mouthfeel. Long, lingering, flavor-saturated finish.","Produced by smallholding farmers near the Hana Asrat washing station from trees of the 74110, 74112 and local landrace varieties of Arabica and processed by the washed method. Imported by Catalyst Coffee. Established in 2010, Red Rooster is an organic-certified micro-roaster focusing on socially conscious, high-quality coffee. Visit redroostercoffee.com or call 540-745-7338 for more information.","A uniquely composed washed Ethiopia cup: citrusy, herbaceous, chocolaty, exceptionally and complexly nuanced."
Taiwan Natural Alishan TFU’YA Kakalove Lot,Kakalove Cafe,Medium-Light,Taiwan,Alishan,Chia-Yi,19.82,95,June 2021,"Richly berry and citrus-toned; bright and lively. Blackberry jam, tangerine zest, almond nougat, freesia-like flowers, wild honey in aroma and cup. Fruit-forward structure with crisp, juicy acidity; full, syrupy-smooth mouthfeel. The vibrant finish carries forward all of the aroma and flavor notes of the cup, blackberry and wild honey, in particular.","Produced in the Alishan growing region of Taiwan and processed by the natural method, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with washed coffees. Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.","A juicy, richly fruit-toned, nougaty cup from Taiwan’s expanding Alishan growing region — sweet, balanced, juicy, bright."
Ethiopia Natural Guji Blue Donkey 21/01,Kakalove Cafe,Light,Taiwan,Guji Zone,Oromia Region,4.6,95,June 2021,"Deep, rich, berry-driven. Raspberry coulis, wild honey, star jasmine, marzipan, sandalwood in aroma and cup. Sweetly tart structure with bright, crisp acidity; satiny, viscous mouthfeel. The long, resonant finish is redolent of raspberry and star jasmine with sandalwood undertones.",Guji is a coffee-growing region nestled next to Ethiopia's better-known Yirgacheffe and Sidamo regions. Guji coffees are largely produced from distinctive landrace varieties of Arabica long grown there. Processed by the natural method (beans are dried in the whole fruit). Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.,"A harmonious, integrated natural-processed Ethiopia with bright berry and deep floral notes throughout, supported by fragrant sandalwood."
Gigesa Natural,JBC Coffee Roasters,Medium-Light,United States,Guji Zone,Oromia Region,5.29,95,July 2021,"Richly berry-toned, sweetly herbaceous. Raspberry coulis, lemon verbena, wild honey, cedar, a hint of marjoram in aroma and cup. Sweet structure with vibrant acidity; syrupy-smooth mouthfeel. The fruit-forward finish is supported by sweet herb notes and rich aromatic wood suggesting cedar.",Southern Ethiopia coffees like this one are largely produced from distinctive indigenous Ethiopian varieties of Arabica long grown in the region. Processed by the natural method (dried in the whole fruit). JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information. ,"An elegant, juicy, raspberry and honey-toned natural-processed Ethiopia cup — delicate, high-toned, deeply inviting."
El Jocote Natural,JBC Coffee Roasters,Medium-Light,United States,Rosario De Desamparados,Tarrazú,7.05,95,July 2021,"Juicy, vibrant, tartly floral. Dried hibiscus, Meyer lemon zest, guava, cocoa nib, sandalwood in aroma and cup. Balanced, brightly sweet-tart structure with high-toned acidity; silky, viscous mouthfeel. Resonant, rich, flavor-laden finish.","Produced by Eduardo Navarro Jiminez and Juan Carlos Navarro Ceciliano, entirely of the Caturra variety of Arabica, and processed by the natural method (dried in the whole fruit). JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.","A brightly sweet-tart natural-processed Costa Rica cup from the mountains of Tarrazú — beautifully structured, confident, deeply satisfying."
