name,roaster,roast,loc_country,origin,100g_USD,rating,review_date,review
Granja La Esperanza Sudan Rume Natural,PT's Coffee Roasting,Medium,United States,Colombia,16.53,95,April 2018,"Intensely pungent, richly vibrant, deeply sweet, startlingly original. Complex spice (cinnamon, clove, nutmeg), herb (fresh cilantro, parsley), baker’s chocolate, lime zest, sweetly pungent spirits (Brazilian cachaça?) in aroma and cup. Deeply sweet and roundly tart in structure. Full, syrupy mouthfeel. The shifting, layered intrigue in the cup carries far into a long, resonant finish."
Gedeb Espresso,JBC Coffee Roasters,Medium-Light,United States,Ethiopia,5.51,94,April 2018,"Evaluated as espresso. Layered, complex. Dark chocolate, mango, grapefruit zest, cedar, lily-like flowers in aroma and small cup. Lightly syrupy, lively mouthfeel. Mango, chocolate and a hint of flowers persist in a deeply resonant finish. Crisply lively in three-parts milk: continued chocolate and mango-like fruit, while the floral suggestions hint at butterscotch. "
Gaitania Espresso,JBC Coffee Roasters,Medium-Light,United States,Colombia,4.63,93,April 2018,"Evaluated as espresso. Roundly and sweetly tart/pungent. Baker’s chocolate, almond, cedar, tangerine zest, wisteria-like flowers in aroma and small cup. Syrupy, full mouthfeel. Flavor consolidates in a rather dry though pleasingly chocolate- and cedar-toned finish. Crisp in three-parts milk: dry chocolate and rich floral hints."
Panama Baru Geisha Honey by Joseph,Kakalove Cafe,Medium-Light,Taiwan,Panama,12.74,94,March 2018,"Crisp, sweetly tart. Concord grape, baker’s chocolate, cedar, musk, magnolia in aroma and cup. Balanced, sweet-tart in structure with juicy acidity; full, satiny mouthfeel. The resonant finish leads with fruit and floral tones, rounding to baker’s chocolate in the long. "
Ethiopia Sidamo Shakiso Danbi Uddo Mulish Natural G1,Evie's Cafe,Medium-Light,Taiwan,Ethiopia,4.93,92,March 2018,"Fruit-forward, spice-toned. Raspberry jam, clove, rum cordial, fresh-cut fir, dried hibiscus in aroma and cup. Sweetly tart structure with brisk acidity; lightly creamy mouthfeel. Clove and raspberry drive the sweet-toned short finish, while notes of fresh-cut fir reappear in the long."
Panama Baru Geisha Natural by Joseph,Kakalove Cafe,Medium-Light,Taiwan,Panama,13.45,94,March 2018,"Delicate, sweetly spice-toned. Peach blossom, hazelnut, pink peppercorn, lime zest, cedar in aroma and cup. Sweet-tart in structure with lively, balanced acidity; plush, syrupy mouthfeel. The finish consolidates to peach blossom and hazelnut in the short, with lime zest and cedar resurfacing in the long."
Static Indonesia Toarco Sulawesi,Espresso Republic,Medium-Light,United States,Indonesia,5.88,91,March 2018,"Crisp, sweetly savory. Butterscotch, mesquite, cocoa powder, cooked acorn squash, fine musk in aroma and cup. Sweet-savory in structure with brisk acidity; lightly syrupy mouthfeel. The finish is carried, both short and long, by notes of cocoa and rich aromatic wood."
Brazil Chapada Diamantina Fazenda Floresta,Soul Work Coffee,Medium-Light,United States,Brazil,6.61,92,May 2018,"Crisp, delicately sweet. Baker’s chocolate, violet-like flowers, papaya, macadamia nut, molasses in aroma and cup. Balanced, bittersweet structure; impressively buoyant, velvety mouthfeel. The resonant, flavor-saturated finish consolidates around notes of violet and papaya with a throughline of molasses-like sweetness."
Ethiopia Banko Gotiti Natural,Coffee Please,Light,Taiwan,Ethiopia,4.96,94,April 2018,"High-toned, deeply sweet. Honeysuckle, blackberry, cardamom, tangerine zest, sandalwood in aroma and cup. Sweet-tart structure with vibrant acidity; buoyant, satiny mouthfeel. The flavor-saturated finish leads with rich floral notes and crisply sweet suggestions of mixed berries"
Lycello by Ninety Plus,Dragonfly Coffee Roasters,Medium-Light,United States,Panama,33.07,95,April 2018,"Sweetly spice-toned, deeply rich. Bergamot, almond, fresh parsley, gardenia, oak in aroma and cup. Crisply sweet, softly tart in structure; plush, full mouthfeel. The rich, resonant finish carries over all the notes from the cup, a nut-toned bergamot in particular."
Lotus by Ninety Plus,Dragonfly Coffee Roasters,Medium-Light,United States,Panama,63.93,95,April 2018,"Wildly, disconcertingly original. Sweetly tart, simultaneously fruit- and earth-toned, bright yet lush. Fresh clover, earth, fresh-pressed red grape juice, dark chocolate, white peppercorn in aroma and cup. Juicy sweet yet zesty and savory in structure. Full, syrupy mouthfeel. The finish is resonant and intensely flavor-saturated. "
Guji Allona Ethiopia Natural,Peri Coffee,Medium-Light,United States,Ethiopia,5.73,93,April 2018,"Crisply sweet, fruit-toned. Blackberry, baker’s chocolate, freesia, hazelnut, cedar in aroma and cup. Sweet-tart structure with bright acidity; velvety-textured, crisp mouthfeel. The cocoa-toned finish has a berry throughline, enveloped by spicy floral notes."
Kenya Nyeri Gatugi Peaberry,Moore Coffee,Medium,United States,Kenya,5.28,94,April 2018," Richly sweet-savory, roast-cradled. Toasted coconut, black currant, tamari-roasted almond, myrrh, lavender in aroma and cup. Sweetly savory in structure with balanced, juicy acidity; buoyant, syrupy mouthfeel. The richly drying finish consolidates to notes of lavender and tamari-roasted almond."
Karen J Red Bourbon,Hula Daddy Kona Coffee,Medium-Light,Hawai'i,Hawai'I,20.26,94,April 2018,"Rich-toned, subtly complex. Pineapple, sandalwood, jasmine, honey, cocoa in aroma and cup. Deeply sweet in structure with juicy acidity; plush, syrupy mouthfeel. The resonant finish leads with cocoa-toned pineapple in the short, rounding to jasmine in the long."
Ethiopia Yirgacheffe Koke,Argyle Coffee Roasters,Medium-Light,United States,Ethiopia,5.29,93,April 2018,"Multi-layered, intricate. Raspberry, chocolate fudge, lavender, vanilla, rum cordial in aroma and cup. Sweetly tart in structure with fruit-toned acidity; lightly syrupy mouthfeel. The finish is crisp and richly drying, with notes of chocolate and lavender in the short and fruit-infused rum in the long."
Ka’u Oro Yeast Typica,Rusty's Hawaiian Coffee,Medium-Light,Hawai'i,Hawai'I,12.35,93,April 2018,"Deeply sweet, richly savory. Lemongrass, graham cracker, sassafras, roasted cacao nib, jasmine in aroma and cup. Sweet-savory structure, with round acidity; satiny-smooth mouthfeel. The short finish is resonant with notes of lemongrass and jasmine, rounding to cocoa and graham cracker in the long."
Gedeb Yirgacheffe Ethiopia,Bluebeard Coffee Roasters,Medium-Light,United States,Ethiopia,5.0,93,April 2018,"Crisp, balanced, richly sweet. Maple syrup, apricot, hop flowers, nougat, roasted cacao nib in aroma and cup. Sweet-savory structure with lively acidity; full, satiny mouthfeel. Notes of maple syrup and apricot pleasantly dominate the finish, with enticing hints of bittersweet, hop-like florals."
DR Congo FTO Bourbon SOPACDI,Dragonfly Coffee Roasters,Medium-Light,United States,Democratic Republic Of The Congo,5.29,94,June 2018,"Richly savory, deeply sweet. Ginger blossom, almond brittle, pear, fresh, moist forest notes, wildflower honey in aroma and cup. Structured balance among sweet, tart and savory tastes; crisp, velvety mouthfeel. The honey-toned finish leads with ginger blossom in the short and notes of pear and almond in the long."
Kenya Nyeri Rumukia Peaberry,Green Stone Coffee,Medium,Taiwan,Kenya,6.83,92,May 2018,"Sweetly roast-rounded, cocoa-toned. Baker's chocolate, black currant, rose hip, singed cedar, almond brittle in aroma and cup. Crisply sweet-tart structure; delicate, syrupy mouthfeel. The richly drying finish centers around tart floral notes and baker's chocolate."
Kenya Nyeri Karuthi AA,Direct Coffee,Medium-Light,Taiwan,Kenya,8.88,92,May 2018,"Delicate, quietly sweet-toned. Roasted cacao nib, red grape, fresh-cut fir, lemon zest, gardenia-like flowers in aroma and cup. Gentle, rounded structure; crisp, satiny mouthfeel. The finish consolidates to notes of lemon zest and gardenia with a hint of fresh-cut fir."
El Obraje Geisha,Dragonfly Coffee Roasters,Medium-Light,United States,Colombia,15.43,95,May 2018,"Nuanced, multi-layered, richly sweet. Lavender, roasted cacao nib, salted caramel, sweet aromatic mushroom, a moist foresty hint in aroma and cup. Deeply sweet-savory in structure with bright, juicy acidity; plush, velvety mouthfeel. The finish is resonant and flavor-saturated, fulfilling the promise of the cup well into the long."
Mirador Colombia,Lexington Coffee Roasters,Medium-Light,United States,Colombia,4.85,92,May 2018,"High-toned, crisply sweet. Maple syrup, orange zest, honeysuckle-like flowers, cedar, almond butter in aroma and cup. Sweetly and roundly tart structure; full, satiny mouthfeel. The richly drying finish is redolent of honeysuckle and orange zest in the short, rounding to buttery nut suggestions in the long."
Kenya Kirinyaga Mukangu AB,Coffee Please,Medium-Light,Taiwan,Kenya,5.66,92,May 2018,"Richly sweet-savory, spice-toned. Black currant, roasted cacao nib, freesia-like flowers, almond, molasses in aroma and cup. Sweet-savory in structure with crisply bright acidity; velvety mouthfeel. The quietly nuanced finish centers around black currant and freesia tones in the short, molasses and almond in the long."
Brazil Carmo de Minas Natural,Big Creek Coffee Roasters,Medium-Light,United States,Brazil,4.56,91,May 2018," Briskly sweet-tart, fruit-forward. Dark chocolate, maraschino cherry, pipe tobacco, caramel, almond in aroma and cup. Bittersweet instructure with gentle, rounded acidity; full, syrupy mouthfeel. The drying, cocoa-toned finish leads with dark chocolate in the short with maraschino cherry resurfacing in the long. "
Brazil Pulped Natural,Nook Bakery & Coffee Bar,Medium-Light,United States,Brazil,5.64,91,May 2018,"Richly sweet, spice-toned. Ripe banana, roasted cacao nib, elm, freesia-like flowers, roasted cashew in aroma and cup. Roundly sweet-tart structure; lightly velvety mouthfeel. The crisp, richly drying finish consolidates around notes of cashew, cacao nib and a hint of spicy florals."
Minas Gerais Isaias Ferreira No. 2,Novel Coffee Roasters,Medium-Light,United States,Brazil,5.29,91,May 2018,"Delicate, chocolate-toned. Dark chocolate, hazelnut, raisin, hints of lily and oak in aroma and cup. Balanced, sweet-toned structure; satiny-smooth mouthfeel. The long finish is quietly flavor-saturated."
Brasil Ipanema Premier Cru Gold B69 Natural,Back Home Coffee,Medium-Light,Taiwan,Brazil,5.92,90,May 2018,"Delicate, sweet-toned, softly bright and balanced. Caramel, vanilla bean, cedar, almond, candied lemon zest in aroma and cup. Gently brisk in structure, light in mouthfeel. Sweet citrus framed by aromatic cedar carry into a short but pleasing finish."
Brazil Fazenda São Bento,Old Soul Co.,Medium-Light,United States,Brazil,5.29,93,May 2018,"Deeply and sweetly pungent, juicy. Black currant, orange zest, cocoa, lavender, oak in aroma and cup. Sweetly and gently tart in structure, gently savory-edged. Light but silky, lively mouthfeel. Quietly rich finish: orange zest and lavender. "
Fazenda Recreio Bourbon Pulped Natural,Auto Coffee,Medium-Light,Taiwan,Brazil,3.19,93,May 2018," Round, balanced, with a quiet but deeply layered complexity. Blackberry, cocoa, pear, lavender, roasted macadamia in aroma and cup. Sweetly and roundly bright in structure; plush and lightly syrupy in mouthfeel. A richly resonant finish consolidates around cocoa, lavender and pear."
Brazil Ouro de Minas Pulped Natural,Corvus Coffee Roasters,Medium-Light,United States,Brazil,4.56,92,May 2018,"Delicate, sweetly bright and gently lemony. Ripe lemon zest, fresh-cut cedar, carnation, roasted cashew, cocoa in aroma and cup. Roundly and lightly sweet-tart in structure; satiny in mouthfeel. Quietly resonant in the finish: flowers and cedar. "
Ethiopia Dumerso,The Curve Coffee Roasting Co.,Medium-Light,Taiwan,Ethiopia,8.5,93,June 2018,"Rich-toned, fruit-forward. Strawberry, baker’s chocolate, honeysuckle-like flowers, almond, frankincense in aroma and cup. Bittersweet structure with brisk acidity; plush, syrupy mouthfeel. The short finish is centered around berry and floral notes, while cocoa-toned almond with a hint of frankincense characterizes the long."
Burundi Gaharo Hill Long Miles Coffee Project Natural,Mustard Seed Cafe,Medium-Light,Taiwan,Burundi,9.16,92,June 2018,"Deeply rich, sweet-savory. Rhododendron, mango, almond brittle, thyme, oak in aroma and cup. Sweet-toned, savory structure; full, satiny mouthfeel. The gently drying finish consolidates to notes of oak and almond, with a hint of sweet herb suggesting thyme."
Rwanda Cyato,Big Creek Coffee Roasters,Medium-Light,United States,Rwanda,4.56,90,June 2018,"Brightly sweet with a savory depth. Lemon verbena, roasted cacao nib, rhododendron, date, cedar in aroma and cup. Quietly sweet-tart structure; delicate, silky mouthfeel. The finish is richly drying, consolidating around cacao nib and lemon verbena."
Burundi Gitwe Natural Bourbon,Olympia Coffee Roasting,Medium-Light,United States,Burundi,4.52,93,June 2018,"Richly sweet, crisply tart. Butterscotch, lemon zest, peach, honey, fresh-cut cedar in aroma and cup. Balanced, delicately sweet-tart structure with vibrant acidity; crisp, satiny mouthfeel. The flavor-saturated finish consolidates to notes of butterscotch and lemon zest, with a hint of cedar."
Burundi Long Miles Coffee Project Natural,Green Stone Coffee,Medium-Light,Taiwan,Burundi,9.24,92,June 2018,"Richly sweet, spice-toned. Baker’s chocolate, cinnamon, banana, cashew, citrusy lantana flowers in aroma and cup. Bittersweet in structure, with juicy acidity; velvety-smooth mouthfeel. Notes of baker’s chocolate and banana are sweetly resonant in the short finish, spice-toned florals resurface in the long."
Long Miles Coffee Project Nkonge Hill Burundi Red Honey,Kakalove Cafe,Medium-Light,Taiwan,Burundi,5.31,92,June 2018,"Rich-toned, balanced, deeply sweet. Apricot, dark chocolate, hazelnut, citrusy lantana flowers, cinnamon in aroma and cup. Crisply sweet in structure with lively acidity; lightly syrupy mouthfeel. Notes of sweet-tart stone fruit carry into the long finish, supported by dark chocolate and a hint of cinnamon-like spice."
