Entity,Code,Year,Number of executions (Amnesty International),Deaths - Meningitis - Sex: Both - Age: All Ages (Number),Deaths - Neoplasms - Sex: Both - Age: All Ages (Number),"Deaths - Fire, heat, and hot substances - Sex: Both - Age: All Ages (Number)",Deaths - Malaria - Sex: Both - Age: All Ages (Number),Deaths - Drowning - Sex: Both - Age: All Ages (Number),Deaths - Interpersonal violence - Sex: Both - Age: All Ages (Number),Deaths - HIV/AIDS - Sex: Both - Age: All Ages (Number),Deaths - Drug use disorders - Sex: Both - Age: All Ages (Number),Deaths - Tuberculosis - Sex: Both - Age: All Ages (Number),Deaths - Road injuries - Sex: Both - Age: All Ages (Number),Deaths - Maternal disorders - Sex: Both - Age: All Ages (Number),Deaths - Lower respiratory infections - Sex: Both - Age: All Ages (Number),Deaths - Neonatal disorders - Sex: Both - Age: All Ages (Number),Deaths - Alcohol use disorders - Sex: Both - Age: All Ages (Number),Deaths - Exposure to forces of nature - Sex: Both - Age: All Ages (Number),Deaths - Diarrheal diseases - Sex: Both - Age: All Ages (Number),Deaths - Environmental heat and cold exposure - Sex: Both - Age: All Ages (Number),Deaths - Nutritional deficiencies - Sex: Both - Age: All Ages (Number),Deaths - Self-harm - Sex: Both - Age: All Ages (Number),Deaths - Conflict and terrorism - Sex: Both - Age: All Ages (Number),Deaths - Diabetes mellitus - Sex: Both - Age: All Ages (Number),Deaths - Poisonings - Sex: Both - Age: All Ages (Number),Deaths - Protein-energy malnutrition - Sex: Both - Age: All Ages (Number),Terrorism (deaths),Deaths - Cardiovascular diseases - Sex: Both - Age: All Ages (Number),Deaths - Chronic kidney disease - Sex: Both - Age: All Ages (Number),Deaths - Chronic respiratory diseases - Sex: Both - Age: All Ages (Number),Deaths - Cirrhosis and other chronic liver diseases - Sex: Both - Age: All Ages (Number),Deaths - Digestive diseases - Sex: Both - Age: All Ages (Number),Deaths - Acute hepatitis - Sex: Both - Age: All Ages (Number),Deaths - Alzheimer's disease and other dementias - Sex: Both - Age: All Ages (Number),Deaths - Parkinson's disease - Sex: Both - Age: All Ages (Number)
African Union,,2015,,158017,590527,28180,637769,29680,81885,779297,3376,428937,230882,101970,776251,856035,7127,1174,693412,6035,124441,72881,30910,188484,20902,119961,,1485865,154918,215363,244918,388073,18993,74420,19070
African Union,,2016,,157570,607182,28148,611260,29447,82051,753149,3502,421748,231452,100992,766845,845792,7271,1211,680430,5925,122382,73978,21730,193602,20926,117876,,1514682,158874,217765,249659,395791,18746,76602,19536
African Union,,2017,,154957,624486,28056,584965,28714,84812,717507,3649,411913,233167,100036,748640,829964,7447,2590,670237,5899,119662,75520,25728,197563,20810,115144,,1542057,161894,220306,255649,404387,18539,79241,20029
African Union,,2018,,149625,642586,28082,584779,28138,87300,670658,3813,402484,235029,99314,732732,816729,7640,1068,636068,5880,113335,77516,22431,201208,20727,108899,,1573933,165473,222918,260379,410325,18145,82110,20665
African Union,,2019,,146327,660855,28067,596585,27475,84118,645652,3958,395860,236531,98899,720724,803444,7835,1642,610399,5867,108409,79224,13042,206002,20603,104022,,1608114,169235,225993,265361,416690,17887,85007,21313
Albania,ALB,1990,,107,2616,31,0,147,177,1,5,46,395,26,2140,871,10,0,76,5,37,125,0,100,13,35,0,6701,241,1006,326,648,4,360,93
Albania,ALB,1991,,112,2698,34,0,160,207,1,7,45,421,24,2196,863,11,0,76,5,42,136,0,107,16,40,0,6903,246,1009,330,662,3,363,96
Albania,ALB,1992,,108,2642,35,0,154,232,1,7,40,400,21,2104,849,11,11,73,5,44,132,1,106,17,42,1,6699,233,967,318,644,3,365,94
Albania,ALB,1993,,102,2586,33,0,148,258,2,10,35,366,18,1977,840,11,0,66,5,46,131,2,104,20,44,,6480,222,922,307,621,3,368,92
Albania,ALB,1994,,93,2493,30,0,144,286,2,15,31,318,15,1795,833,12,1,79,5,46,125,18,102,22,44,1,6191,209,855,287,577,2,373,90
Albania,ALB,1995,,85,2614,28,0,142,327,2,17,29,297,13,1627,806,13,4,41,6,48,133,2,109,24,46,,6500,217,851,289,560,2,383,95
Albania,ALB,1996,,76,2756,26,0,138,369,2,17,28,283,12,1461,788,13,1,32,6,46,141,8,116,24,44,7,6822,224,850,288,540,2,391,100
Albania,ALB,1997,,69,2871,25,0,127,447,2,17,27,288,11,1309,813,14,1,27,7,43,158,2026,123,25,41,26,7063,232,832,286,522,2,400,105
Albania,ALB,1998,,63,2963,24,0,126,480,2,21,26,297,9,1176,836,15,0,22,7,38,170,5,129,27,36,0,7269,238,804,279,499,2,411,108
Albania,ALB,1999,,55,3030,22,0,112,404,2,18,23,274,8,1023,779,15,1,17,7,31,163,12,136,26,30,6,7490,241,775,272,472,1,425,113
Albania,ALB,2000,,48,3073,21,0,91,309,2,21,21,259,8,875,711,15,0,15,6,22,151,1,141,24,21,0,7641,245,753,265,451,1,438,117
Albania,ALB,2001,,42,3044,19,0,80,250,2,26,19,257,6,742,663,15,0,13,6,16,148,5,140,23,15,0,7622,237,706,255,429,1,451,118
Albania,ALB,2002,,39,3190,19,0,76,204,2,30,18,268,6,671,617,15,7,11,6,13,154,1,151,22,11,,8230,243,711,257,427,1,471,128
Albania,ALB,2003,,36,3388,19,0,70,164,2,31,18,287,6,624,569,16,0,10,6,10,165,0,163,20,9,0,9045,256,734,266,438,1,489,141
Albania,ALB,2004,,33,3463,19,0,64,128,2,30,17,290,5,560,516,16,1,10,8,8,170,9,163,18,7,,9335,256,716,268,438,1,501,147
Albania,ALB,2005,,30,3468,17,0,53,92,2,23,15,276,6,501,470,16,5,9,5,7,169,10,156,14,6,,9414,252,676,267,433,1,514,149
Albania,ALB,2006,,28,3395,16,0,45,77,2,21,13,260,5,441,430,16,0,8,4,6,161,18,142,12,5,,9172,240,622,261,420,1,527,146
Albania,ALB,2007,,24,3357,16,0,44,76,2,23,12,258,5,393,392,16,0,8,4,6,158,18,130,12,4,,9024,231,586,260,413,1,543,146
Albania,ALB,2008,,21,3471,16,0,42,71,2,23,11,261,5,374,365,17,0,7,4,5,163,8,125,12,4,,9393,236,583,269,423,1,567,154
Albania,ALB,2009,,17,3528,15,0,40,62,2,19,10,249,4,357,335,16,0,7,4,5,160,0,119,11,4,0,9513,238,578,274,428,1,590,159
Albania,ALB,2010,,16,3617,16,0,41,66,2,21,10,252,4,351,308,17,2,7,5,5,160,0,120,12,4,,9748,247,587,280,436,1,617,166
Albania,ALB,2011,,13,3759,16,0,38,65,2,22,11,255,4,359,293,17,0,7,5,5,160,0,127,12,4,,10142,257,616,288,450,1,647,176
Albania,ALB,2012,,13,3865,16,0,40,64,2,23,11,252,4,369,269,17,0,7,9,5,158,0,133,12,4,,10446,265,639,293,459,1,678,185
Albania,ALB,2013,,13,3982,17,0,40,63,2,24,11,251,4,383,243,17,0,7,4,5,157,0,139,12,4,0,10800,275,665,299,468,1,710,195
Albania,ALB,2014,,13,4143,17,0,42,63,2,25,11,254,3,401,218,17,0,7,4,5,158,1,147,12,4,1,11275,286,702,306,482,1,743,207
Albania,ALB,2015,,14,4313,18,0,41,63,2,26,11,258,3,418,199,18,1,7,4,5,160,0,155,12,4,0,11754,299,737,317,498,1,776,219
Albania,ALB,2016,,14,4419,18,0,41,62,2,27,11,255,3,430,186,18,2,7,4,5,158,0,161,12,4,0,12053,307,759,321,506,1,809,227
Albania,ALB,2017,,13,4517,18,0,38,60,2,28,11,251,3,440,177,18,1,7,10,5,156,0,165,12,4,0,12345,314,779,326,515,1,844,235
Albania,ALB,2018,,13,4611,18,0,37,59,2,28,11,247,3,448,168,18,0,7,4,5,154,0,170,11,3,,12629,321,797,330,521,1,880,242
Albania,ALB,2019,,13,4705,18,0,36,57,2,29,11,243,3,457,161,18,51,7,4,5,152,0,175,11,3,,12904,329,815,333,527,1,917,248
Algeria,DZA,1990,,839,10571,1113,9,1207,491,44,171,939,13438,1634,8125,17931,75,0,2908,35,453,1405,4,1743,485,422,3,53488,3559,4410,2401,3981,486,1337,439
Algeria,DZA,1991,,794,10917,1078,9,1136,484,50,179,884,13120,1541,7701,17421,76,0,2598,34,439,1388,76,1787,469,408,42,54722,3640,4481,2456,4033,478,1411,451
Algeria,DZA,1992,,763,11145,1071,12,1111,497,57,192,853,13115,1482,7409,16918,78,21,2363,34,427,1406,510,1813,465,396,236,56107,3687,4571,2500,4083,472,1494,470
Algeria,DZA,1993,,736,11386,1067,12,1092,513,64,205,828,13154,1422,7162,16442,80,37,2160,34,417,1428,826,1840,461,386,,57522,3741,4668,2542,4136,470,1582,488
Algeria,DZA,1994,,708,11629,1095,8,1086,553,72,223,802,13326,1356,6905,15878,82,211,1994,34,402,1474,2428,1873,460,370,500,59055,3806,4773,2588,4193,469,1675,509
Algeria,DZA,1995,,678,11865,1066,7,1061,600,80,239,763,13374,1295,6636,15272,84,0,1836,33,385,1500,3425,1894,456,354,418,60182,3856,4846,2632,4242,468,1763,525
Algeria,DZA,1996,,650,12034,1057,5,1035,559,90,256,724,13410,1229,6400,14748,85,4,1644,33,367,1521,1620,1917,452,336,529,61130,3906,4903,2670,4281,465,1855,540
Algeria,DZA,1997,,637,12203,1066,5,1042,831,101,274,697,13558,1167,6280,14322,86,4,1545,33,356,1546,4905,1933,455,326,4266,62011,3937,4960,2718,4339,461,1945,554
Algeria,DZA,1998,,622,12338,1054,2,1016,736,113,290,670,13525,1093,6122,13937,87,0,1434,33,342,1550,4410,1941,451,313,952,62637,3962,4993,2753,4379,454,2037,565
Algeria,DZA,1999,,602,12640,1056,1,1001,616,118,310,653,13631,1069,6016,13633,89,34,1345,33,324,1584,1519,1994,452,295,467,64123,4060,5080,2821,4469,450,2129,582
Algeria,DZA,2000,,586,12910,1032,0,963,621,123,327,625,13538,1027,5897,13420,89,48,1247,33,308,1591,2534,2062,449,279,528,64792,4136,5124,2870,4533,441,2219,597
Algeria,DZA,2001,,571,13167,999,0,921,627,137,341,601,13410,993,5795,13183,89,921,1147,33,283,1599,1330,2178,446,255,624,65386,4222,5179,2911,4600,415,2313,618
Algeria,DZA,2002,,556,13499,987,0,873,628,155,354,585,13224,982,5696,13010,90,48,1040,34,253,1601,1597,2300,439,227,615,65986,4326,5240,2935,4648,374,2411,641
Algeria,DZA,2003,,538,13869,920,0,815,622,175,355,566,12701,923,5586,12955,89,2329,949,73,223,1554,932,2415,422,200,269,66329,4422,5270,2954,4684,333,2508,655
Algeria,DZA,2004,,530,14377,898,0,783,585,196,364,554,12535,892,5549,12900,90,22,879,33,201,1547,577,2560,417,178,166,67142,4605,5353,2988,4747,303,2618,683
Algeria,DZA,2005,,517,14916,874,0,748,567,217,373,540,12320,876,5492,12846,90,22,810,33,183,1537,324,2706,408,162,228,67957,4771,5437,3021,4801,287,2732,714
Algeria,DZA,2006,,503,15400,855,0,719,554,244,380,524,12077,867,5423,12801,91,5,762,33,167,1523,406,2861,399,146,185,68935,4951,5509,3053,4848,278,2847,744
Algeria,DZA,2007,,489,15949,842,0,686,535,278,386,513,11847,861,5365,12719,92,82,720,33,153,1504,700,3016,391,133,241,70099,5133,5594,3087,4899,272,2976,777
Algeria,DZA,2008,,416,16524,818,0,660,536,297,392,507,11643,852,5312,12660,92,93,683,33,141,1487,507,3170,383,122,249,71264,5320,5679,3121,4950,267,3102,809
Algeria,DZA,2009,,406,17155,804,0,636,535,318,399,504,11450,840,5284,12564,93,48,650,33,132,1474,637,3333,375,113,204,72767,5534,5788,3161,5015,263,3247,844
Algeria,DZA,2010,,399,17706,793,0,614,530,329,406,499,11270,809,5274,12387,94,0,621,33,126,1458,318,3504,370,108,109,74239,5764,5887,3202,5078,260,3401,877
Algeria,DZA,2011,,395,18236,791,0,602,527,335,418,494,11231,781,5317,12184,96,10,602,33,123,1467,342,3685,367,104,25,76392,5991,6040,3267,5181,258,3573,921
Algeria,DZA,2012,,390,18795,787,0,588,521,343,429,489,11152,748,5362,11899,98,69,587,33,120,1468,290,3858,364,101,30,78530,6208,6198,3336,5289,258,3757,963
Algeria,DZA,2013,,391,19359,788,0,582,539,345,441,487,11158,721,5432,11758,99,0,577,33,118,1473,216,4037,365,100,101,80572,6447,6344,3405,5397,258,3936,1001
Algeria,DZA,2014,,391,19993,793,0,582,509,355,454,483,11176,692,5543,11653,101,6,573,33,119,1485,114,4246,365,99,37,83376,6738,6536,3494,5543,258,4136,1048
Algeria,DZA,2015,,387,20663,808,0,571,499,328,465,477,11131,695,5634,11344,103,12,568,33,118,1483,112,4468,363,98,21,86306,7045,6739,3592,5703,259,4343,1096
Algeria,DZA,2016,,304,21303,779,0,550,486,309,470,468,10932,677,5567,10817,104,0,559,32,116,1457,92,4648,355,96,9,88545,7280,6903,3684,5847,258,4563,1136
Algeria,DZA,2017,,300,22061,773,0,533,474,289,484,462,10868,659,5605,10019,106,0,546,32,114,1451,107,4832,350,94,12,91371,7532,7100,3796,6016,260,4790,1179
Algeria,DZA,2018,,296,22953,782,0,534,468,275,509,453,11030,654,5704,9337,109,6,536,32,114,1489,76,5093,353,93,,94824,7886,7320,3924,6214,258,5005,1234
Algeria,DZA,2019,,292,23816,782,0,526,459,264,526,445,11051,638,5786,8756,111,0,527,40,114,1515,13,5328,351,92,,97931,8201,7528,4045,6398,259,5209,1283
America,,1990,,21043,947918,14439,7886,31237,133089,45969,7264,47684,156302,14101,275301,227441,22452,788,126401,2613,55155,65140,6142,137118,4836,50333,,1637468,90872,213397,121345,235105,1696,119929,23921
America,,1991,,20055,960958,14091,9679,30440,138761,55306,7624,45654,154838,13505,269844,219462,22991,831,120619,2498,53588,65722,7042,141841,4661,48954,,1635072,93289,218952,122247,236533,1662,127157,24565
America,,1992,,19316,979933,13523,9210,29866,139478,64745,8154,44735,154091,13485,268665,212882,23637,688,111298,2446,52378,66653,5351,148169,4534,47871,,1645910,97238,226699,124497,240217,1649,134098,25477
America,,1993,,18895,1009028,13606,7739,29632,144408,74802,8945,43249,155969,12972,270859,207306,24332,2014,104181,2662,51179,68700,1734,156776,4441,46713,,1683882,102266,238581,128538,246559,1626,141269,26794
America,,1994,,18212,1027683,13060,7126,29226,146047,84869,9623,40941,156822,13377,269443,201546,24849,1947,96319,2405,49679,69914,3165,163317,4295,45369,,1693549,106569,246277,130921,249884,1601,147452,27781
America,,1995,,17663,1048877,12782,7424,28774,147123,90184,10299,39442,157455,12749,268916,196576,25133,895,88393,2910,48481,70818,2507,170336,4158,44306,,1710762,112226,255754,133161,253400,1559,153533,28985
America,,1996,,16913,1062151,12875,5639,28256,146189,81243,11043,37741,157505,12117,266999,191920,25435,926,80903,2333,47816,71169,2713,175531,4038,43796,,1716031,118011,264251,134485,255833,1523,157958,30064
America,,1997,,16114,1073636,12215,4758,27772,146173,66481,12129,35773,156793,11963,264302,187637,26015,1649,74277,2255,47049,71944,2502,179820,3919,43185,,1712062,124777,271741,136353,258368,1456,160573,31176
America,,1998,,15268,1094328,11956,6893,27271,149417,63137,13400,34042,155925,11815,262784,183916,26717,22193,69139,2269,46557,72906,2445,185386,3774,42812,,1726891,134614,282686,139297,263018,1404,163115,32674
America,,1999,,14177,1115759,11621,5385,26491,149258,66179,15125,32163,155189,11650,257112,179645,27216,32436,63809,2274,45692,73389,2451,191980,3684,42094,,1743042,144288,293629,141088,266595,1383,165940,34261
America,,2000,,13284,1131311,11426,5512,25944,155570,66414,16861,30287,154481,11238,252203,175932,27721,1009,59408,2213,44370,73987,2272,196406,3605,40920,,1738414,153372,298993,143162,270129,1326,170078,35660
America,,2001,,12608,1147774,11643,4298,25537,159426,67302,18869,28716,154839,11422,249955,171770,28257,2105,56458,2014,43550,75277,6806,201727,3563,40156,,1741527,162077,305600,146057,275121,1274,175733,37190
America,,2002,,12094,1170795,11026,3411,25479,167862,67989,21424,27713,157019,11656,250743,167822,28776,1150,54662,2220,42543,76739,3342,209207,3605,39205,,1755559,171619,313578,150151,282172,1231,182231,38905
America,,2003,,11743,1188923,11255,2747,25170,157180,68573,23898,26814,157966,11638,252631,164621,29373,1127,53603,2320,41588,77592,1909,214991,3631,38331,,1757776,180565,319958,153764,288311,1198,189009,40396
America,,2004,,11462,1197413,10718,2123,24753,152980,67653,25963,25734,158165,11348,251819,159656,29981,6922,51918,2064,39710,77953,2897,217100,3620,36642,,1737448,186911,322349,154923,290783,1159,195377,41409
America,,2005,,11143,1214813,10692,2462,24395,152075,66491,28216,24768,159078,11773,252376,155160,30632,5141,50691,2098,38200,79373,2761,221291,3672,35244,,1737150,195662,327984,158127,296397,1123,202549,42877
America,,2006,,10700,1233345,10614,2577,24124,154148,65201,29975,23890,160053,11200,253141,151112,31140,805,49076,2249,36562,80882,1788,222333,3719,33764,,1732650,203589,331852,160486,300909,1099,209032,44075
America,,2007,,10566,1253954,10703,2215,23847,152799,63408,31086,23159,160368,11264,255307,147777,31545,2152,47713,2100,35405,82392,1584,223890,3690,32714,,1732362,212368,337565,163376,305986,1067,215722,45358
America,,2008,,10350,1282827,10297,1926,23716,158857,61728,32242,22880,161181,11279,259187,143317,31962,2152,46750,1963,34607,84284,1069,228682,3700,31932,,1747595,223183,346381,168277,314226,1048,222762,46926
America,,2009,,10220,1310763,10226,2312,23507,165580,60036,33643,22887,161802,11794,266184,138873,32329,1191,45674,2235,34106,86140,1166,233348,3731,31450,,1762407,233509,353877,173095,322622,1044,229482,48413
America,,2010,,9484,1327531,9987,2675,22929,165182,58775,35125,22379,160462,10855,271360,134446,32662,225615,46005,2363,33519,86783,1212,235430,3696,30903,,1775045,241826,361116,175190,327450,1019,237195,49923
America,,2011,,8978,1351202,10015,1596,22403,165798,57579,37625,21772,159965,10590,277031,129968,33169,4555,49557,2077,32770,88193,1047,238192,3728,30210,,1797652,250790,369413,178898,334091,998,244626,51530
America,,2012,,8543,1376127,10075,1536,22013,175904,56635,40089,21324,159847,10660,282179,125517,33564,912,43563,2245,32259,89442,800,242203,3724,29732,,1819185,259726,377025,183088,341150,977,251615,53048
America,,2013,,8260,1404606,10474,1339,21499,174873,56520,43441,21233,159784,11113,290957,121318,34198,1087,43696,2073,32246,90837,600,249239,3738,29729,,1853235,270814,387171,188725,350671,969,258866,54825
America,,2014,,8105,1431173,10085,946,21274,173833,56317,47860,21164,159541,11111,296719,115989,34876,850,42907,2577,31959,92385,530,256040,3728,29470,,1885013,279546,395172,192877,358172,950,265447,56364
America,,2015,,7937,1461378,10032,964,21083,177003,55855,53714,20995,159382,10955,303808,110756,35496,1087,42608,2136,31955,94305,409,263278,3769,29482,,1929611,289067,405971,197637,367049,934,273114,58203
America,,2016,,7848,1499428,10170,1130,21061,174262,54822,60930,20790,160483,10509,311499,105815,36069,2016,42800,2185,32124,96641,229,273171,3812,29654,,1979281,298853,416077,203637,377496,931,281594,59905
America,,2017,,7669,1528490,9910,1116,20776,178158,53399,65662,20625,159887,10180,313890,100930,36274,2213,41884,2170,32039,96408,86,281941,3778,29550,,2011667,303814,422295,206749,383590,934,290020,61076
America,,2018,,7458,1574365,10039,1143,20579,175534,52065,68179,20411,159564,9908,317426,96221,37035,788,41957,2264,32861,95716,213,291542,3737,30320,,2069108,311888,435678,211306,392522,944,298593,63342
America,,2019,,7319,1622270,10097,1342,20297,173466,51057,71205,20310,158677,9656,322980,92528,37583,368,42213,2211,33718,94784,32,302740,3713,31115,,2130471,321560,449174,215937,402205,949,306271,65407
American Samoa,ASM,1990,,1,31,0,0,4,3,0,0,1,5,1,10,12,0,0,3,1,2,3,0,16,0,2,,66,8,17,5,9,0,3,1
American Samoa,ASM,1991,,1,32,0,0,4,3,0,0,1,6,1,10,12,1,0,3,1,2,3,0,17,0,2,,69,9,17,5,9,0,3,2
American Samoa,ASM,1992,,1,33,0,0,4,3,0,0,1,6,1,10,12,1,0,3,1,2,3,0,19,0,2,,71,9,18,5,9,0,3,2
American Samoa,ASM,1993,,1,34,0,0,4,4,0,0,1,6,1,10,12,1,0,3,1,2,3,0,20,0,2,,73,10,18,5,10,0,3,2
American Samoa,ASM,1994,,1,35,0,0,4,4,0,0,1,6,1,10,12,1,0,3,1,2,3,0,21,0,2,,75,10,18,5,10,0,3,2
American Samoa,ASM,1995,,1,37,0,0,4,4,0,0,1,6,1,11,12,1,0,3,1,2,3,0,23,0,2,,77,11,19,5,10,0,3,2
American Samoa,ASM,1996,,1,38,0,0,4,4,0,0,1,6,1,11,11,1,0,3,1,2,3,0,24,0,2,,80,12,19,6,10,0,3,2
American Samoa,ASM,1997,,1,39,0,0,4,4,0,0,1,6,1,11,11,1,0,3,1,2,4,0,25,0,2,,82,12,20,6,11,0,3,2
American Samoa,ASM,1998,,1,40,0,0,4,4,0,0,1,6,1,11,11,1,0,3,1,2,3,0,26,0,2,,84,13,20,6,11,0,4,2
American Samoa,ASM,1999,,1,41,0,0,4,4,0,0,1,6,1,11,11,1,0,3,1,2,3,0,26,0,2,,87,14,20,6,11,0,4,2
American Samoa,ASM,2000,,1,43,0,0,4,4,0,0,1,6,1,11,10,1,0,2,1,2,4,0,28,0,2,,88,14,20,6,11,0,4,2
American Samoa,ASM,2001,,1,44,0,0,4,4,0,0,1,6,1,11,10,1,0,3,1,2,4,0,30,0,2,,90,15,21,6,11,0,4,2
American Samoa,ASM,2002,,1,45,0,0,4,4,0,0,1,6,1,11,10,1,0,3,1,2,3,0,32,0,2,,91,16,21,6,11,0,4,2
American Samoa,ASM,2003,,1,47,0,0,4,4,1,0,1,6,1,11,9,1,6,3,1,2,3,1,34,0,2,,91,16,21,6,11,0,4,2
American Samoa,ASM,2004,,1,48,0,0,4,3,1,0,1,6,1,11,9,0,0,3,1,2,3,1,36,0,2,,92,17,21,6,11,0,4,2
American Samoa,ASM,2005,,1,50,0,0,4,3,1,0,1,5,1,11,8,0,0,3,1,2,3,2,37,0,2,,93,18,21,6,11,0,5,2
American Samoa,ASM,2006,,1,51,0,0,4,3,1,0,1,5,1,11,7,0,0,3,1,2,3,2,37,0,2,,95,18,21,6,11,0,5,2
American Samoa,ASM,2007,,1,52,0,0,4,3,1,0,1,5,1,10,7,0,0,3,1,2,3,2,37,0,2,,97,19,21,6,11,0,5,2
American Samoa,ASM,2008,,1,54,0,0,4,3,1,0,1,5,1,11,6,0,0,3,1,2,3,1,38,0,2,,100,19,21,6,12,0,5,2
American Samoa,ASM,2009,,1,55,0,0,4,3,1,0,1,5,1,11,6,0,34,3,1,2,3,0,38,0,2,,102,20,21,6,12,0,6,2
American Samoa,ASM,2010,,1,56,0,0,4,3,1,0,1,5,1,11,6,0,0,3,1,2,3,0,38,0,2,,104,20,21,6,12,0,6,3
American Samoa,ASM,2011,,1,58,0,0,4,3,1,0,1,5,1,11,5,0,0,3,1,2,3,0,39,0,2,,106,21,21,6,12,0,6,3
American Samoa,ASM,2012,,1,59,0,0,4,3,1,0,1,5,1,11,5,0,0,3,1,2,3,0,39,0,2,,109,21,21,6,13,0,6,3
American Samoa,ASM,2013,,1,61,0,0,4,3,1,0,1,5,1,11,5,1,1,3,1,2,4,1,40,0,2,,111,22,21,7,13,0,6,3
American Samoa,ASM,2014,,1,62,0,0,4,3,1,0,1,5,1,11,5,1,0,3,1,2,4,0,40,0,2,,114,23,21,7,13,0,6,3
American Samoa,ASM,2015,,1,63,0,0,4,3,1,0,1,5,1,11,5,1,0,3,0,2,4,0,40,0,2,,116,24,22,7,13,0,7,3
American Samoa,ASM,2016,,1,65,0,0,4,3,1,0,1,5,1,12,5,1,0,3,0,2,4,0,41,0,2,,119,25,22,7,13,0,7,3
American Samoa,ASM,2017,,1,66,0,0,4,3,1,0,1,5,1,12,4,1,0,3,0,2,4,0,42,0,2,,121,25,22,7,13,0,7,3
American Samoa,ASM,2018,,1,67,0,0,4,3,1,0,1,5,1,12,4,1,0,3,0,2,4,0,43,0,2,,123,25,23,7,13,0,7,3
American Samoa,ASM,2019,,1,68,0,0,4,3,0,0,1,5,1,12,4,1,0,3,1,2,4,0,44,0,2,,125,26,23,7,14,0,7,3
Andean Latin America,,1990,,1315,27224,927,1519,2647,2895,772,117,15322,8179,2628,35375,22655,961,298,12090,95,6583,1541,2381,3974,566,6225,,39851,5242,6889,7026,17692,257,3216,825
Andean Latin America,,1991,,1283,27518,917,1365,2620,3140,921,118,14451,8278,2581,33790,22081,980,64,13600,119,6442,1600,2722,4168,556,6092,,39082,5364,6747,7047,17494,246,3316,817
Andean Latin America,,1992,,1261,29288,926,1337,2699,3315,1051,131,14398,8617,2750,33257,21722,1002,75,11654,98,6421,1733,2014,4545,561,6061,,40872,5821,6924,7431,17892,249,3493,881
